X,Y,Z
8.24956,6.99998,0
8.25441,6.99995,0
8.25925,6.99991,0
8.26408,6.99985,0
8.26892,6.99977,0
8.27374,6.99968,0
8.27856,6.99957,0
8.28337,6.99944,0
8.28819,6.9993,0
8.29298,6.99915,0
8.29778,6.99897,0
8.30258,6.99879,0
8.30736,6.99858,0
8.31213,6.99836,0
8.31691,6.99813,0
8.32168,6.99788,0
8.32644,6.99761,0
8.3312,6.99733,0
8.33595,6.99703,0
8.34069,6.99672,0
8.34544,6.99639,0
8.35017,6.99605,0
8.3549,6.99568,0
8.35962,6.99531,0
8.36434,6.99492,0
8.36905,6.99451,0
8.37376,6.99409,0
8.37846,6.99365,0
8.38315,6.99319,0
8.38784,6.99272,0
8.39252,6.99224,0
8.3972,6.99173,0
8.40187,6.99122,0
8.40654,6.99068,0
8.41119,6.99013,0
8.41585,6.98957,0
8.4205,6.98899,0
8.42514,6.98839,0
8.42978,6.98778,0
8.43441,6.98715,0
8.43903,6.98651,0
8.44365,6.98585,0
8.44826,6.98518,0
8.45287,6.98449,0
8.45747,6.98378,0
8.46207,6.98306,0
8.46666,6.98233,0
8.47124,6.98157,0
8.47582,6.9808,0
8.48039,6.98002,0
8.48496,6.97922,0
8.48952,6.97841,0
8.49408,6.97758,0
8.49862,6.97673,0
8.50317,6.97587,0
8.50771,6.97499,0
8.51223,6.9741,0
8.51676,6.97319,0
8.52128,6.97226,0
8.52579,6.97132,0
8.5303,6.97037,0
8.5348,6.9694,0
8.5393,6.96841,0
8.54379,6.96741,0
8.54826,6.96639,0
8.55275,6.96536,0
8.55722,6.96431,0
8.56169,6.96325,0
8.56615,6.96217,0
8.5706,6.96107,0
8.57505,6.95996,0
8.57949,6.95883,0
8.58392,6.95769,0
8.58836,6.95653,0
8.59278,6.95536,0
8.59719,6.95417,0
8.60161,6.95297,0
8.60601,6.95175,0
8.61041,6.95051,0
8.61481,6.94926,0
8.61919,6.948,0
8.62357,6.94672,0
8.62795,6.94542,0
8.63232,6.94411,0
8.63668,6.94278,0
8.64104,6.94144,0
8.64539,6.94008,0
8.64974,6.9387,0
8.65407,6.93731,0
8.65841,6.93591,0
8.66273,6.93449,0
8.66705,6.93305,0
8.67137,6.9316,0
8.67568,6.93014,0
8.67998,6.92866,0
8.68428,6.92716,0
8.68857,6.92565,0
8.69285,6.92412,0
8.69713,6.92257,0
8.7014,6.92102,0
8.70566,6.91944,0
8.70992,6.91785,0
8.71417,6.91625,0
8.71842,6.91463,0
8.72266,6.91299,0
8.7269,6.91135,0
8.73113,6.90968,0
8.73535,6.908,0
8.73956,6.9063,0
8.74377,6.90459,0
8.74798,6.90287,0
8.75217,6.90112,0
8.75636,6.89937,0
8.76055,6.8976,0
8.76473,6.89581,0
8.7689,6.89401,0
8.77307,6.89219,0
8.77723,6.89035,0
8.78138,6.88851,0
8.78552,6.88664,0
8.78967,6.88477,0
8.7938,6.88287,0
8.79793,6.88096,0
8.80205,6.87904,0
8.80617,6.8771,0
8.81028,6.87515,0
8.81438,6.87318,0
8.81848,6.87119,0
8.82257,6.8692,0
8.82665,6.86718,0
8.83074,6.86515,0
8.8348,6.86311,0
8.83886,6.86105,0
8.84293,6.85898,0
8.84698,6.85689,0
8.85102,6.85478,0
8.85506,6.85266,0
8.8591,6.85053,0
8.86312,6.84838,0
8.86714,6.84622,0
8.87116,6.84404,0
8.87517,6.84184,0
8.87917,6.83964,0
8.88316,6.83741,0
8.88715,6.83517,0
8.89113,6.83292,0
8.89511,6.83065,0
8.89908,6.82837,0
8.90304,6.82607,0
8.907,6.82376,0
8.91095,6.82143,0
8.91489,6.81909,0
8.91883,6.81673,0
8.92276,6.81436,0
8.92668,6.81198,0
8.9306,6.80957,0
8.93451,6.80716,0
8.93842,6.80473,0
8.94232,6.80228,0
8.94621,6.79982,0
8.9501,6.79735,0
8.95396,6.79486,0
8.95785,6.79235,0
8.96171,6.78983,0
8.96557,6.7873,0
8.96943,6.78475,0
8.97327,6.78219,0
8.97711,6.77961,0
8.98095,6.77702,0
8.98477,6.77441,0
8.98859,6.77179,0
8.99241,6.76916,0
8.99621,6.76651,0
9.00002,6.76384,0
9.00381,6.76117,0
9.0076,6.75847,0
9.01138,6.75576,0
9.01515,6.75304,0
9.01892,6.7503,0
9.02268,6.74755,0
9.02644,6.74479,0
9.03019,6.74201,0
9.03393,6.73921,0
9.03766,6.7364,0
9.04139,6.73358,0
9.04511,6.73074,0
