Time,X,Y,Z
1.1167e-05,7.8306,6.94833,0
0.0166349,7.83587,6.94958,0
0.0333044,7.84116,6.95083,0
0.0499688,7.84643,6.95206,0
0.0666409,7.8517,6.95328,0
0.0833073,7.85697,6.95448,0
0.0999655,7.86222,6.95566,0
0.11665,7.86748,6.95683,0
0.133309,7.87273,6.95798,0
0.14998,7.87798,6.95912,0
0.166637,7.88321,6.96025,0
0.183299,7.88845,6.96135,0
0.199975,7.89368,6.96244,0
0.216641,7.8989,6.96352,0
0.233298,7.90412,6.96458,0
0.24997,7.90934,6.96562,0
0.266632,7.91454,6.96665,0
0.283302,7.91975,6.96767,0
0.299967,7.92495,6.96867,0
0.316631,7.93014,6.96965,0
0.333303,7.93533,6.97061,0
0.349967,7.94051,6.97157,0
0.366645,7.94569,6.9725,0
0.383304,7.95086,6.97342,0
0.399964,7.95603,6.97433,0
0.416637,7.96119,6.97522,0
0.433297,7.96635,6.97609,0
0.449966,7.9715,6.97695,0
0.466642,7.97665,6.97779,0
0.483302,7.98179,6.97862,0
0.499969,7.98693,6.97943,0
0.516635,7.99206,6.98022,0
0.533298,7.99719,6.981,0
0.549969,8.00231,6.98177,0
0.566634,8.00742,6.98251,0
0.583302,8.01253,6.98325,0
0.599972,8.01764,6.98396,0
0.61663,8.02274,6.98467,0
0.633302,8.02783,6.98535,0
0.649965,8.03292,6.98602,0
0.666631,8.038,6.98668,0
0.683302,8.04309,6.98732,0
0.699963,8.04816,6.98794,0
0.716638,8.05323,6.98855,0
0.733297,8.05829,6.98914,0
0.749964,8.06335,6.98971,0
0.766635,8.0684,6.99028,0
0.783299,8.07344,6.99082,0
0.799975,8.07849,6.99135,0
0.816635,8.08352,6.99186,0
0.833301,8.08855,6.99236,0
0.849974,8.09358,6.99284,0
0.866639,8.0986,6.99331,0
0.883319,8.10362,6.99376,0
0.89998,8.10863,6.9942,0
0.916655,8.11363,6.99462,0
0.933307,8.11863,6.99502,0
0.949974,8.12362,6.99541,0
0.966642,8.12861,6.99578,0
0.983299,8.13359,6.99613,0
0.999972,8.13857,6.99648,0
1.01663,8.14354,6.9968,0
1.0333,8.1485,6.99711,0
1.04997,8.15346,6.9974,0
1.06664,8.15842,6.99768,0
1.08331,8.16337,6.99794,0
1.09997,8.16831,6.99819,0
1.11664,8.17325,6.99842,0
1.13334,8.17819,6.99864,0
1.14998,8.18311,6.99884,0
1.16664,8.18804,6.99902,0
1.18331,8.19295,6.99919,0
1.19998,8.19787,6.99934,0
1.21664,8.20277,6.99948,0
1.2333,8.20767,6.9996,0
1.24998,8.21257,6.9997,0
1.26664,8.21745,6.99979,0
1.2833,8.22234,6.99986,0
1.29997,8.22721,6.99992,0
1.31664,8.23209,6.99996,0
1.3333,8.23695,6.99999,0
1.34996,8.24181,7,0
1.36664,8.24667,6.99999,0
1.3833,8.25152,6.99997,0
1.39997,8.25637,6.99994,0
1.41664,8.26121,6.99988,0
1.4333,8.26604,6.99982,0
1.44997,8.27087,6.99973,0
1.46663,8.27569,6.99963,0
1.4833,8.28051,6.99952,0
1.49997,8.28532,6.99939,0
1.51663,8.29012,6.99924,0
1.5333,8.29492,6.99908,0
1.54996,8.29972,6.9989,0
1.56663,8.30451,6.99871,0
1.5833,8.30929,6.9985,0
1.59996,8.31407,6.99827,0
1.61663,8.31884,6.99803,0
1.6333,8.32361,6.99777,0
1.64996,8.32837,6.9975,0
1.66664,8.33312,6.99721,0
1.68331,8.33787,6.99691,0
1.69996,8.34261,6.99659,0
1.71664,8.34735,6.99625,0
1.73331,8.35209,6.9959,0
1.74997,8.35681,6.99553,0
1.76664,8.36153,6.99515,0
1.7833,8.36624,6.99475,0
1.79997,8.37095,6.99434,0
1.81664,8.37566,6.99391,0
1.83332,8.38036,6.99346,0
1.84998,8.38505,6.993,0
1.86665,8.38974,6.99253,0
1.88331,8.39442,6.99203,0
1.89997,8.39909,6.99153,0
1.91663,8.40376,6.991,0
1.93331,8.40842,6.99046,0
1.94997,8.41308,6.98991,0
1.96664,8.41773,6.98934,0
1.98331,8.42238,6.98875,0
1.99998,8.42702,6.98815,0
2.01664,8.43165,6.98753,0
2.03331,8.43628,6.9869,0
2.04998,8.4409,6.98625,0
2.06664,8.44552,6.98558,0
2.08331,8.45013,6.9849,0
2.09996,8.45473,6.98421,0
2.11664,8.45933,6.98349,0
2.1333,8.46393,6.98277,0
2.14998,8.46852,6.98202,0
2.16665,8.4731,6.98126,0
2.18331,8.47768,6.98049,0
2.19998,8.48224,6.9797,0
2.21664,8.48681,6.97889,0
2.23331,8.49137,6.97807,0
2.24997,8.49592,6.97723,0
2.26663,8.50046,6.97638,0
2.2833,8.505,6.97551,0
2.29997,8.50954,6.97463,0
2.31664,8.51407,6.97373,0
2.3333,8.51859,6.97282,0
2.34997,8.52311,6.97189,0
2.36665,8.52762,6.97094,0
2.38331,8.53212,6.96998,0
2.39997,8.53662,6.969,0
2.41664,8.54112,6.96801,0
2.43332,8.54561,6.967,0
2.44999,8.55009,6.96597,0
2.46665,8.55456,6.96493,0
2.48332,8.55903,6.96388,0
2.49997,8.56349,6.96281,0
2.51665,8.56795,6.96172,0
2.53331,8.5724,6.96062,0
2.54997,8.57685,6.95951,0
2.56664,8.58129,6.95837,0
2.5833,8.58572,6.95722,0
2.59997,8.59015,6.95606,0
2.61663,8.59457,6.95488,0
2.6333,8.59898,6.95369,0
2.64997,8.60339,6.95248,0
2.66664,8.60779,6.95125,0
2.68331,8.61219,6.95001,0
2.69997,8.61658,6.94875,0
2.71663,8.62097,6.94748,0
2.7333,8.62535,6.94619,0
2.74996,8.62972,6.94489,0
2.76664,8.63409,6.94357,0
2.7833,8.63845,6.94224,0
2.79997,8.6428,6.94089,0
2.81663,8.64715,6.93952,0
2.83331,8.65149,6.93814,0
2.84997,8.65583,6.93675,0
2.86664,8.66016,6.93534,0
2.8833,8.66448,6.93391,0
2.89997,8.6688,6.93247,0
2.91663,8.67311,6.93101,0
2.9333,8.67742,6.92954,0
2.94997,8.68172,6.92805,0
2.96663,8.68601,6.92655,0
2.9833,8.6903,6.92503,0
2.99997,8.69458,6.9235,0
3.01663,8.69886,6.92195,0
3.0333,8.70313,6.92038,0
3.04997,8.70739,6.9188,0
3.06663,8.71164,6.91721,0
3.0833,8.7159,6.9156,0
3.09996,8.72014,6.91397,0
3.11663,8.72438,6.91233,0
3.13332,8.72861,6.91067,0
3.14997,8.73283,6.909,0
3.16665,8.73706,6.90731,0
3.1833,8.74127,6.90561,0
3.19997,8.74548,6.90389,0
3.21664,8.74968,6.90216,0
3.23334,8.75388,6.90041,0
3.24997,8.75806,6.89865,0
3.26663,8.76224,6.89687,0
3.2833,8.76642,6.89508,0
3.29997,8.77059,6.89327,0
3.31663,8.77475,6.89145,0
3.3333,8.77891,6.88961,0
3.34996,8.78306,6.88776,0
3.36663,8.7872,6.88589,0
3.38331,8.79134,6.884,0
3.39996,8.79547,6.8821,0
3.41664,8.7996,6.88019,0
3.4333,8.80372,6.87826,0
3.44997,8.80783,6.87631,0
3.46664,8.81194,6.87435,0
3.4833,8.81604,6.87238,0
3.49997,8.82013,6.87039,0
3.51664,8.82422,6.86838,0
3.5333,8.8283,6.86636,0
3.54998,8.83238,6.86433,0
3.56664,8.83645,6.86228,0
3.5833,8.84051,6.86021,0
3.59997,8.84457,6.85813,0
3.61663,8.84861,6.85604,0
3.6333,8.85266,6.85393,0
3.64997,8.8567,6.8518,0
3.66664,8.86073,6.84966,0
3.6833,8.86475,6.84751,0
3.69996,8.86877,6.84534,0
3.71663,8.87278,6.84315,0
3.7333,8.87679,6.84095,0
3.74996,8.88078,6.83874,0
3.76667,8.88479,6.8365,0
3.7833,8.88876,6.83426,0
3.79996,8.89274,6.83201,0
3.81663,8.89672,6.82973,0
3.8333,8.90068,6.82744,0
3.84996,8.90464,6.82514,0
3.86663,8.9086,6.82282,0
3.8833,8.91254,6.82049,0
3.89997,8.91649,6.81814,0
3.91664,8.92042,6.81577,0
3.9333,8.92435,6.8134,0
3.94997,8.92827,6.811,0
3.96664,8.93219,6.8086,0
3.9833,8.9361,6.80618,0
3.99997,8.94,6.80374,0
4.01663,8.94389,6.80129,0
4.0333,8.94778,6.79882,0
4.04997,8.95167,6.79634,0
4.06663,8.95554,6.79385,0
4.0833,8.95941,6.79133,0
4.09996,8.96327,6.78881,0
4.11663,8.96713,6.78627,0
4.1333,8.97098,6.78372,0
4.14996,8.97483,6.78115,0
4.16664,8.97867,6.77856,0
4.18331,8.9825,6.77597,0
4.19997,8.98632,6.77336,0
4.21663,8.99014,6.77073,0
4.2333,8.99395,6.76809,0
4.24997,8.99775,6.76543,0
4.26663,9.00155,6.76276,0
4.2833,9.00534,6.76008,0
4.29997,9.00913,6.75738,0
4.31663,9.01291,6.75466,0
4.3333,9.01668,6.75193,0
4.34997,9.02044,6.74919,0
4.36665,9.02421,6.74643,0
4.3833,9.02796,6.74366,0
