X,Y,Z
8.18785,6.99901,0
8.19275,6.99918,0
8.19766,6.99933,0
8.20257,6.99947,0
8.20747,6.99959,0
8.21237,6.9997,0
8.21725,6.99979,0
8.22214,6.99986,0
8.22702,6.99992,0
8.23189,6.99996,0
8.23676,6.99999,0
8.24162,7,0
8.24649,7,0
8.25133,6.99997,0
8.25617,6.99994,0
8.26101,6.99989,0
8.26584,6.99982,0
8.27067,6.99974,0
8.2755,6.99964,0
8.28031,6.99952,0
8.28513,6.99939,0
8.28993,6.99925,0
8.29473,6.99908,0
8.29952,6.99891,0
8.30432,6.99871,0
8.3091,6.9985,0
8.31388,6.99828,0
8.31865,6.99804,0
8.32341,6.99778,0
8.32818,6.99751,0
8.33293,6.99722,0
8.33768,6.99692,0
8.34242,6.9966,0
8.34716,6.99627,0
8.3519,6.99592,0
8.35662,6.99555,0
8.36134,6.99517,0
8.36606,6.99477,0
8.37076,6.99436,0
8.37548,6.99393,0
8.38017,6.99348,0
8.38486,6.99302,0
8.38955,6.99255,0
8.39422,6.99205,0
8.3989,6.99155,0
8.40357,6.99102,0
8.40823,6.99048,0
8.41289,6.98993,0
8.41754,6.98936,0
8.42219,6.98877,0
8.42683,6.98817,0
8.43146,6.98755,0
8.43609,6.98692,0
8.44071,6.98627,0
8.44533,6.98561,0
8.44994,6.98493,0
8.45455,6.98423,0
8.45915,6.98352,0
8.46374,6.98279,0
8.46833,6.98205,0
8.47291,6.98129,0
8.47749,6.98052,0
8.48206,6.97973,0
8.48662,6.97893,0
8.49118,6.97811,0
8.49573,6.97727,0
8.50028,6.97642,0
8.50482,6.97555,0
8.50936,6.97467,0
8.51388,6.97377,0
8.5184,6.97285,0
8.52293,6.97192,0
8.52743,6.97098,0
8.53194,6.97002,0
8.53644,6.96904,0
8.54093,6.96805,0
8.54542,6.96704,0
8.5499,6.96602,0
8.55438,6.96498,0
8.55885,6.96392,0
8.56331,6.96285,0
8.56777,6.96177,0
8.57222,6.96067,0
8.57666,6.95955,0
8.58111,6.95842,0
8.58554,6.95727,0
8.58996,6.95611,0
8.59439,6.95493,0
8.5988,6.95374,0
8.60321,6.95253,0
8.60762,6.9513,0
8.61201,6.95006,0
8.61641,6.9488,0
8.62079,6.94753,0
8.62517,6.94625,0
8.62954,6.94494,0
8.63391,6.94363,0
8.63827,6.94229,0
8.64263,6.94094,0
8.64698,6.93958,0
8.65131,6.9382,0
8.65565,6.9368,0
8.65998,6.93539,0
8.66431,6.93397,0
8.66863,6.93253,0
8.67292,6.93108,0
8.67724,6.9296,0
8.68155,6.92811,0
8.68584,6.92661,0
8.69012,6.92509,0
8.69441,6.92356,0
8.69868,6.92201,0
8.70295,6.92044,0
8.70721,6.91887,0
8.71147,6.91727,0
8.71572,6.91566,0
8.71997,6.91404,0
8.72421,6.9124,0
8.72844,6.91074,0
8.73266,6.90907,0
8.73688,6.90738,0
8.7411,6.90568,0
8.7453,6.90396,0
8.74951,6.90223,0
8.7537,6.90048,0
8.75789,6.89872,0
8.76207,6.89695,0
8.76625,6.89515,0
8.77042,6.89334,0
8.77458,6.89152,0
8.77874,6.88968,0
8.78289,6.88783,0
8.78703,6.88596,0
8.79117,6.88408,0
8.79531,6.88218,0
8.79943,6.88027,0
8.80355,6.87834,0
8.80766,6.87639,0
8.81177,6.87443,0
8.81588,6.87246,0
8.81997,6.87047,0
8.82405,6.86846,0
8.82814,6.86645,0
8.83221,6.86441,0
8.83628,6.86236,0
8.84034,6.8603,0
8.8444,6.85822,0
8.84845,6.85612,0
8.85249,6.85401,0
8.85653,6.85189,0
8.86056,6.84975,0
