Time,Pos_Z,Output_Z
1.019e-06,-5.04961,-9.02873
0.0166603,-5.04888,-9.03561
0.0333259,-5.04817,-9.04237
0.0499919,-5.04747,-9.049
0.0666363,-5.04645,-9.05872
0.0833272,-5.0459,-9.06395
0.099994,-5.04627,-9.06044
0.11666,-5.04813,-9.0428
0.133347,-5.05164,-9.0094
0.149993,-5.05686,-8.95979
0.166631,-5.0638,-8.89393
0.183321,-5.07244,-8.8118
0.199991,-5.08271,-8.71429
0.216655,-5.09461,-8.60123
0.233325,-5.10817,-8.47241
0.249989,-5.12334,-8.32825
0.266637,-5.14019,-8.1682
0.283326,-5.16848,-7.89948
0.299991,-5.18942,-7.70049
0.316664,-5.21198,-7.48619
0.333328,-5.23619,-7.25622
0.349992,-5.26206,-7.01046
0.366635,-5.28957,-6.74913
0.38333,-5.31876,-6.47183
0.399994,-5.34957,-6.17906
0.416661,-5.38206,-5.87043
0.433326,-5.41622,-5.54595
0.449993,-5.45201,-5.20594
0.466645,-5.48938,-4.85091
0.483327,-5.52817,-4.48237
0.499993,-5.58871,-3.9073
0.516659,-5.63036,-3.51158
0.533325,-5.67291,-3.10734
0.549988,-5.71622,-2.69588
0.566637,-5.76019,-2.27822
0.583327,-5.80473,-1.85509
0.599992,-5.84976,-1.42727
0.61666,-5.89517,-0.995924
0.633327,-5.94056,-0.564699
0.649994,-5.98546,-0.13815
0.666638,-6.02933,0.278615
0.683329,-6.07172,0.681386
0.699997,-6.11232,1.06707
0.716663,-6.15091,1.43366
0.733329,-6.18744,1.78068
0.749995,-6.23831,2.26393
0.766639,-6.26967,2.56182
0.783331,-6.2989,2.83951
0.799996,-6.32613,3.09822
0.816665,-6.35132,3.33753
0.833339,-6.37441,3.55685
0.849996,-6.39546,3.75688
0.866641,-6.41439,3.93669
0.88333,-6.4313,4.09734
0.899995,-6.44614,4.23835
0.916663,-6.45887,4.35927
0.933327,-6.46954,4.46065
0.949994,-6.47807,4.54171
0.966646,-6.48707,4.62714
0.983328,-6.49049,4.65965
0.999994,-6.49201,4.67414
1.01666,-6.49167,4.67091
1.03333,-6.48953,4.65054
1.05,-6.4857,4.61418
1.06664,-6.48023,4.56214
1.08333,-6.47325,4.49585
