Time,Pos_X,Output_X
7.62e-07,0.0335809,1.1597
0.0166542,0.0333121,1.16003
0.0333229,0.0330378,1.16035
0.0499861,0.0327582,1.16069
0.0666543,0.0324742,1.16103
0.0833195,0.0321851,1.16138
0.0999851,0.0318873,1.16174
0.11665,0.0315801,1.1621
0.13332,0.031251,1.1625
0.149988,0.0309869,1.16282
0.166658,0.0308353,1.163
0.183326,0.0308424,1.16299
0.19999,0.0310956,1.16269
0.216655,0.0314859,1.16222
0.233323,0.0319464,1.16166
0.249992,0.032483,1.16102
0.266658,0.0332469,1.1601
0.283324,0.0341622,1.15901
0.299989,0.0353614,1.15757
0.316659,0.0367752,1.15587
0.333325,0.0384519,1.15386
0.349991,0.0404814,1.15142
0.366658,0.0428287,1.14861
0.383325,0.0455284,1.14537
0.399989,0.0502622,1.13969
0.416654,0.0539077,1.13531
0.433322,0.0579455,1.13047
0.44999,0.0623914,1.12513
0.466652,0.0672279,1.11933
0.483315,0.0724707,1.11304
0.499988,0.0781123,1.10627
0.516649,0.0841677,1.099
0.533319,0.0906181,1.09126
0.549988,0.0974206,1.0831
0.566655,0.104598,1.07448
0.583325,0.11211,1.06547
0.599989,0.119973,1.05603
0.616653,0.128184,1.04618
0.633322,0.14115,1.03062
0.649986,0.150221,1.01973
0.666653,0.159557,1.00853
0.68332,0.169177,0.996987
0.699984,0.17904,0.985153
0.716654,0.189159,0.973009
0.733318,0.199527,0.960568
0.749987,0.210046,0.947945
0.766655,0.220738,0.935115
0.783319,0.231614,0.922063
0.799989,0.242687,0.908775
0.816656,0.253948,0.895262
0.833272,0.26535,0.88158
0.849991,0.282738,0.860714
0.866663,0.294481,0.846623
0.883321,0.30641,0.832308
0.899985,0.318421,0.817895
0.916655,0.330523,0.803372
0.933321,0.342707,0.788752
0.949989,0.35493,0.774084
0.966655,0.367207,0.759352
0.983348,0.3795,0.7446
0.99999,0.391814,0.729823
1.01666,0.404138,0.715035
1.03332,0.416438,0.700275
1.04994,0.428723,0.685532
1.06666,0.440962,0.670845
1.08332,0.459247,0.648904
1.09999,0.471346,0.634385
1.11668,0.483374,0.619951
1.13332,0.495279,0.605665
1.14999,0.507074,0.591511
1.16665,0.518766,0.57748
1.18333,0.530329,0.563605
1.19999,0.541766,0.549881
1.21666,0.553066,0.53632
1.23332,0.564207,0.522952
1.24999,0.57519,0.509772
1.26665,0.585942,0.496869
1.28332,0.596519,0.484177
1.29999,0.61203,0.465564
1.31665,0.622123,0.453452
1.33332,0.632009,0.441589
1.34999,0.641676,0.429989
1.36665,0.65112,0.418656
1.38332,0.660325,0.407611
1.39999,0.669293,0.396848
1.41661,0.678017,0.38638
