Time,Pos_X,Output_X
9.33e-07,0.00529375,1.98941
0.016662,0.00591938,1.98816
0.033327,0.00653018,1.98694
0.0500285,0.0071266,1.98575
0.066672,0.0077116,1.98458
0.0833303,0.00826733,1.98347
0.100012,0.00880387,1.98239
0.116659,0.00931915,1.98136
0.133328,0.00986373,1.98027
0.149991,0.0105224,1.97896
0.166661,0.0119008,1.9762
0.183325,0.0131486,1.9737
0.199992,0.0145537,1.97089
0.216659,0.0162244,1.96755
0.233328,0.0180108,1.96398
0.249995,0.0199381,1.96012
0.266657,0.0222503,1.9555
0.283323,0.0248068,1.95039
0.299994,0.0278231,1.94435
0.316658,0.0311893,1.93762
0.333326,0.0350088,1.92998
0.349994,0.0394239,1.92115
0.366617,0.0443546,1.91129
0.383329,0.0528615,1.89428
0.399991,0.0592845,1.88143
0.416659,0.0663361,1.86733
0.433327,0.0740186,1.85196
0.449993,0.082447,1.83511
0.466657,0.0915869,1.81683
0.483328,0.101373,1.79725
0.499991,0.111763,1.77647
0.516664,0.122784,1.75443
0.533328,0.134438,1.73112
0.549991,0.146655,1.70669
0.566661,0.159473,1.68105
0.583327,0.17971,1.64058
0.599994,0.193888,1.61222
0.61666,0.208549,1.5829
0.633326,0.223726,1.55255
0.649996,0.239407,1.52119
0.666665,0.255503,1.48899
0.683326,0.272054,1.45589
0.699991,0.28898,1.42204
0.71666,0.306394,1.38721
0.733325,0.324193,1.35161
0.749994,0.342287,1.31543
0.766657,0.360714,1.27857
0.783326,0.37939,1.24122
0.799995,0.407938,1.18412
0.816657,0.427215,1.14557
0.833324,0.446702,1.1066
0.849994,0.466384,1.06723
0.866656,0.486171,1.02766
0.883326,0.506096,0.987808
0.899993,0.526077,0.947846
0.916657,0.546143,0.907715
0.933327,0.56627,0.867461
0.949991,0.586373,0.827255
0.966661,0.606568,0.786863
0.983326,0.626684,0.746633
0.99999,0.64674,0.706519
1.01666,0.666714,0.666572
1.03332,0.696377,0.607245
1.04999,0.715983,0.568034
1.06666,0.73537,0.529259
1.08333,0.754443,0.491114
1.09999,0.773256,0.453488
1.11666,0.791828,0.416344
1.13332,0.810133,0.379733
1.14999,0.828111,0.343779
1.16666,0.845775,0.30845
1.18332,0.863068,0.273863
1.19999,0.880004,0.239992
1.21666,0.896565,0.20687
1.23333,0.912695,0.17461
1.24999,0.936089,0.127823
1.26666,0.951109,0.0977829
1.28333,0.965663,0.0686733
1.29999,0.979716,0.0405688
1.31666,0.99327,0.0134599
1.33333,1.00629,0
1.34999,1.01874,0
1.36666,1.03065,0
1.38333,1.04199,0
1.39999,1.05278,0
1.41666,1.06298,0
1.43333,1.07258,0
1.45,1.08159,0
1.46666,1.09386,0
1.48333,1.10128,0
1.5,1.1081,0
1.51666,1.1143,0
1.5333,1.11988,0
1.54999,1.12485,0
1.56666,1.1292,0
1.58333,1.13289,0
1.59999,1.1359,0
1.61666,1.13829,0
1.63333,1.14011,0
1.64999,1.14131,0
1.66666,1.14196,0
1.68333,1.1418,0
1.69995,1.14102,0
1.71666,1.13964,0
1.73333,1.13769,0
1.74999,1.13524,0
1.76666,1.13225,0
1.78332,1.12877,0
1.79999,1.12479,0
1.81666,1.1203,0
1.83336,1.11535,0
1.85,1.1099,0
1.86666,1.10404,0
1.88332,1.09441,0
1.9,1.08749,0
1.91666,1.08017,0
1.93332,1.07245,0
1.95,1.06437,0
1.96666,1.05593,0
1.98333,1.04715,0
1.99999,1.03804,0
2.01666,1.02859,0
2.03333,1.01886,0
2.04999,1.00883,0
2.06666,0.998534,0.00293195
2.08333,0.987924,0.0241517
2.09999,0.971482,0.057037
2.11666,0.960233,0.0795338
2.13332,0.948757,0.102486
2.14999,0.937089,0.125823
2.16666,0.925219,0.149561
2.18332,0.913177,0.173645
2.19999,0.90096,0.198081
2.21666,0.888623,0.222753
2.23332,0.87615,0.2477
2.24999,0.863536,0.272927
2.26666,0.850809,0.298383
2.28332,0.837972,0.324057
2.29999,0.825034,0.349932
2.31666,0.812024,0.375952
2.33333,0.792396,0.415207
2.34999,0.779279,0.441442
2.36666,0.766119,0.467762
2.38333,0.75295,0.4941
2.40001,0.739768,0.520464
2.41666,0.726585,0.54683
2.43333,0.713441,0.573118
2.44999,0.700327,0.599345
2.46666,0.687317,0.625365
2.48332,0.674369,0.651261
2.49999,0.6615,0.677
2.51666,0.648747,0.702505
2.53328,0.636108,0.727785
2.54999,0.617417,0.765166
2.56666,0.605146,0.789707
2.58332,0.593092,0.813816
2.59999,0.581251,0.837498
2.61666,0.569606,0.860787
2.63333,0.558186,0.883628
2.64999,0.546991,0.906018
2.66666,0.536045,0.927911
2.68333,0.52535,0.9493
2.70002,0.514923,0.970155
2.71666,0.504784,0.990432
2.73333,0.494943,1.01011
2.74999,0.485409,1.02918
2.76666,0.471703,1.05659
2.78333,0.462978,1.07404
2.79999,0.454592,1.09082
2.81666,0.446559,1.10688
2.83332,0.438954,1.12209
2.84999,0.431788,1.13642
2.86666,0.424983,1.15003
2.88328,0.418552,1.1629
2.89999,0.412505,1.17499
2.91666,0.406836,1.18633
2.93332,0.401561,1.19688
2.94999,0.396673,1.20665
2.96666,0.392223,1.21555
2.98332,0.386355,1.22729
2.99999,0.382944,1.23411
3.01666,0.379948,1.2401
3.03333,0.377346,1.24531
3.04999,0.375159,1.24968
3.06666,0.373368,1.25326
3.08333,0.372107,1.25579
3.09999,0.37137,1.25726
3.11666,0.371013,1.25797
3.13333,0.371057,1.25789
3.14999,0.371477,1.25705
3.16666,0.372293,1.25541
3.18333,0.37424,1.25152
3.19999,0.376011,1.24798
3.21666,0.378274,1.24345
3.23332,0.380883,1.23823
3.24999,0.383862,1.23228
3.26666,0.387177,1.22565
3.28333,0.390849,1.2183
3.29999,0.394876,1.21025
3.31661,0.399215,1.20157
3.33332,0.403894,1.19221
3.34999,0.408982,1.18204
3.36661,0.414384,1.17123
3.38333,0.420096,1.15981
3.39999,0.429163,1.14167
3.41666,0.435574,1.12885
3.43333,0.442226,1.11555
3.44999,0.449144,1.10171
3.46666,0.45635,1.0873
3.48333,0.463795,1.07241
3.49999,0.471472,1.05706
3.51666,0.479332,1.04134
