Time,Pos_Z,Output_Z
7.05e-07,-5.03979,-10
0.0166606,-5.02511,-10
0.0333253,-5.0108,-10
0.0499896,-4.99687,-10
0.066661,-4.98331,-10
0.0833293,-4.97014,-10
0.0999963,-4.95788,-10
0.116656,-4.94707,-10
0.133331,-4.93789,-10
0.150021,-4.9304,-10
0.166671,-4.9246,-10
0.183334,-4.92051,-10
0.199999,-4.91805,-10
0.216664,-4.91747,-10
0.233334,-4.91911,-10
0.25001,-4.9224,-10
0.266665,-4.92736,-10
0.283331,-4.93395,-10
0.299997,-4.94221,-10
0.316663,-4.95211,-10
0.333332,-4.96367,-10
0.349999,-4.9769,-10
0.366668,-4.99178,-10
0.38333,-5.00836,-10
0.399999,-5.02657,-10
0.416669,-5.04647,-10
0.433334,-5.07947,-10
0.449997,-5.10358,-9.86062
0.466664,-5.12933,-9.5774
0.483332,-5.15661,-9.27726
0.499997,-5.18534,-8.9613
0.516665,-5.21532,-8.63151
0.533338,-5.24645,-8.28906
0.550003,-5.27859,-7.93551
0.566668,-5.31163,-7.57211
0.583333,-5.34547,-7.19986
0.600009,-5.38,-6.81998
0.616674,-5.41519,-6.43294
0.633331,-5.45093,-6.03975
0.650001,-5.4872,-5.64077
0.666665,-5.52394,-5.23669
0.683332,-5.56111,-4.82781
0.7,-5.61762,-4.20621
0.716692,-5.65574,-3.78689
0.733326,-5.69421,-3.36371
0.749997,-5.73297,-2.93732
0.766662,-5.77204,-2.50757
0.783327,-5.81137,-2.07498
0.799989,-5.85096,-1.63945
0.816686,-5.89081,-1.20113
0.833331,-5.93072,-0.762118
0.849995,-5.97034,-0.326294
0.866665,-6.00916,0.100813
0.883328,-6.04676,0.514392
0.899993,-6.1,1.10003
0.916662,-6.13306,1.46361
0.933327,-6.16406,1.80471
0.949989,-6.19297,2.12265
0.966664,-6.21982,2.41804
0.983325,-6.24454,2.68996
0.999995,-6.26725,2.93976
1.01666,-6.28791,3.16696
1.03332,-6.30645,3.37093
1.05001,-6.32295,3.55245
1.06666,-6.33732,3.71047
1.08333,-6.34965,3.84613
1.1,-6.3599,3.95891
1.11666,-6.36803,4.04832
1.13333,-6.37631,4.13946
1.14999,-6.37919,4.17111
1.16666,-6.38001,4.1801
1.18333,-6.37875,4.16625
1.19999,-6.37554,4.13092
1.21666,-6.37042,4.07467
1.23333,-6.36348,3.99827
1.24999,-6.35481,3.90292
1.26666,-6.34445,3.78893
1.28332,-6.33254,3.65792
1.29999,-6.31912,3.51031
1.31666,-6.30427,3.34693
1.33333,-6.27951,3.07458
1.35,-6.26146,2.87604
1.36666,-6.24227,2.66496
1.38333,-6.222,2.44202
1.39999,-6.20075,2.20829
1.41666,-6.17856,1.96415
1.43332,-6.1555,1.71055
1.44999,-6.13164,1.44802
1.46666,-6.10703,1.1773
1.48333,-6.08173,0.899029
1.49999,-6.05578,0.613564
1.51666,-6.02925,0.321757
1.53333,-6.00217,0.0238447
1.54999,-5.97459,-0.279496
1.56666,-5.93234,-0.744206
1.58331,-5.90367,-1.05963
1.59999,-5.87464,-1.37894
1.61666,-5.84548,-1.69974
1.63332,-5.81654,-2.01806
1.64999,-5.78829,-2.32883
1.66665,-5.76129,-2.62579
1.68332,-5.73581,-2.90604
1.69999,-5.71194,-3.16867
1.71666,-5.6897,-3.41334
1.73333,-5.66903,-3.64068
1.74999,-5.64999,-3.85012
1.76665,-5.63246,-4.04297
1.78333,-5.61646,-4.21893
1.79999,-5.59545,-4.45008
1.81666,-5.58334,-4.58323
1.83333,-5.57284,-4.69878
1.84999,-5.56387,-4.79738
