Time,Pos_Z,Output_Z
1.01e-06,-5.04936,-8.55577
0.0166508,-5.04865,-8.56219
0.0333161,-5.04795,-8.56848
0.0499836,-5.04726,-8.57467
0.0666457,-5.04625,-8.58371
0.0833201,-5.04572,-8.58854
0.0999836,-5.04611,-8.58501
0.116649,-5.04799,-8.56807
0.133317,-5.05151,-8.53637
0.149982,-5.05675,-8.48929
0.166654,-5.06368,-8.42685
0.183312,-5.0723,-8.3493
0.199977,-5.08261,-8.25654
0.216655,-5.09452,-8.14932
0.233315,-5.10807,-8.02739
0.249976,-5.12327,-7.89054
0.266651,-5.14013,-7.73883
0.283311,-5.16851,-7.48337
0.299986,-5.18947,-7.29474
0.316648,-5.21211,-7.09104
0.333317,-5.23635,-6.87282
0.349987,-5.26225,-6.63975
0.366654,-5.28981,-6.39171
0.383324,-5.31902,-6.1288
0.399938,-5.34993,-5.85067
0.416653,-5.38246,-5.55787
0.43332,-5.41666,-5.25004
0.449985,-5.45252,-4.92736
0.466651,-5.48992,-4.59071
0.483317,-5.52877,-4.24107
0.499984,-5.58932,-3.69609
0.516649,-5.63102,-3.32079
0.533334,-5.67359,-2.93771
0.549977,-5.71693,-2.54761
0.566648,-5.76094,-2.15157
0.583313,-5.80552,-1.75035
0.599982,-5.85058,-1.3448
0.616647,-5.89589,-0.937014
0.633311,-5.94102,-0.530816
0.649981,-5.98536,-0.131797
0.666652,-6.02846,0.256123
0.683314,-6.06993,0.629354
0.699981,-6.10952,0.985645
0.716645,-6.16509,1.48577
0.733317,-6.19956,1.79606
0.749977,-6.23199,2.08791
0.766659,-6.26231,2.36079
0.783314,-6.29061,2.61546
0.799977,-6.31678,2.85101
0.816648,-6.34095,3.06854
0.833311,-6.36307,3.26765
0.849976,-6.38309,3.44778
0.866648,-6.40107,3.6096
0.883314,-6.41692,3.75232
0.899982,-6.43076,3.87685
0.91665,-6.44758,4.02818
0.933312,-6.45216,4.06942
0.949981,-6.46272,4.16452
0.966647,-6.46718,4.20466
0.983335,-6.46968,4.22715
0.999982,-6.47023,4.23205
1.01664,-6.46896,4.22063
1.03331,-6.46593,4.19341
1.04998,-6.46122,4.15101
1.06664,-6.45495,4.09454
1.08331,-6.44715,4.02439
1.09998,-6.43798,3.94185
1.11665,-6.42747,3.84725
1.13331,-6.41569,3.74123
1.14998,-6.39584,3.56252
1.16665,-6.38126,3.43134
1.18332,-6.36571,3.29139
1.19998,-6.34924,3.14318
1.21664,-6.33194,2.98747
1.23335,-6.31384,2.82453
1.24998,-6.29501,2.6551
1.26664,-6.2755,2.47947
1.28331,-6.25536,2.29823
1.29998,-6.23464,2.11177
1.31664,-6.21337,1.9203
1.33331,-6.19161,1.72449
1.34998,-6.15811,1.42299
