Time,Pos_X,Output_X
7.71e-07,-0.0491612,3.14748
0.0166633,-0.0480706,3.14421
0.0333246,-0.046985,3.14095
0.0499938,-0.045897,3.13769
0.0666642,-0.0448201,3.13446
0.0833286,-0.0437495,3.13125
0.0999927,-0.0427003,3.1281
0.116661,-0.0416677,3.125
0.133325,-0.0405854,3.12176
0.149994,-0.0393208,3.11796
0.166658,-0.0378534,3.11356
0.183324,-0.0360977,3.10829
0.199996,-0.0325816,3.09774
0.216659,-0.0298371,3.08951
0.233324,-0.0265716,3.07971
0.249993,-0.0230645,3.06919
0.266658,-0.0192425,3.05773
0.283327,-0.0147675,3.0443
0.29999,-0.00987219,3.02962
0.316657,-0.00423375,3.0127
0.33333,0.00200488,2.99399
0.34999,0.00894836,2.97315
0.366657,0.0167698,2.94969
0.383331,0.0254039,2.92379
0.399991,0.0400465,2.87986
0.416664,0.0509801,2.84706
0.433325,0.0628535,2.81144
0.449991,0.0756734,2.77298
0.46666,0.0894717,2.73159
0.483324,0.1042,2.6874
0.499995,0.119896,2.64031
0.516659,0.136493,2.59052
0.533326,0.154031,2.53791
0.549993,0.172657,2.48203
0.566657,0.192112,2.42366
0.583324,0.212447,2.36266
0.599995,0.23356,2.29932
0.616697,0.255497,2.23351
0.633327,0.289845,2.13047
0.649994,0.313643,2.05907
0.666658,0.338176,1.98547
0.683326,0.363302,1.91009
0.699989,0.389086,1.83274
0.716661,0.415395,1.75382
0.733328,0.442282,1.67315
0.749991,0.469722,1.59083
0.76666,0.497562,1.50731
0.783323,0.525866,1.4224
0.79999,0.554513,1.33646
0.816661,0.583526,1.24942
0.833325,0.61287,1.16139
0.85,0.657208,1.02838
0.866661,0.687062,0.938813
0.883323,0.716969,0.849093
0.899994,0.746989,0.759032
0.916656,0.776993,0.669022
0.933324,0.807031,0.578907
0.949994,0.837029,0.488912
0.966656,0.86683,0.399511
0.983328,0.896489,0.310534
0.999948,0.925855,0.222434
1.01666,0.954979,0.135063
1.03333,0.983802,0.0485941
1.04999,1.01219,0
1.06666,1.054,0
1.08333,1.08122,0
1.09999,1.10791,0
1.11666,1.13396,0
1.13332,1.1594,0
1.14999,1.18418,0
1.16666,1.20815,0
1.18332,1.23136,0
1.2,1.25375,0
1.21666,1.27537,0
1.23332,1.29617,0
1.24999,1.31609,0
1.26666,1.33515,0
1.28332,1.36207,0
1.29999,1.37874,0
1.31666,1.39448,0
1.33333,1.40929,0
1.34999,1.42315,0
1.36666,1.43607,0
1.38333,1.44803,0
1.39999,1.45906,0
1.41666,1.46909,0
1.43333,1.47809,0
1.44999,1.48621,0
1.46666,1.49337,0
1.48333,1.49966,0
1.49999,1.50734,0
1.51666,1.51139,0
1.53333,1.51455,0
1.55,1.51682,0
1.56666,1.51829,0
1.58333,1.51891,0
1.59999,1.51876,0
1.61666,1.5178,0
1.63332,1.51604,0
1.64999,1.51356,0
1.66666,1.51032,0
1.68332,1.50633,0
1.70002,1.50162,0
1.71666,1.49328,0
1.73333,1.48691,0
1.74999,1.47988,0
1.76666,1.47227,0
1.78332,1.46404,0
1.79999,1.45511,0
1.81666,1.44562,0
1.83333,1.43557,0
1.84999,1.42503,0
1.86666,1.41399,0
1.88333,1.40249,0
1.89999,1.39051,0
1.91666,1.37807,0
1.93333,1.35856,0
1.94999,1.34503,0
1.96666,1.33115,0
1.98328,1.3169,0
1.99999,1.30232,0
2.01666,1.28741,0
2.03332,1.27218,0
2.05,1.25672,0
2.06666,1.24102,0
2.08332,1.22507,0
2.09999,1.20887,0
2.11666,1.19242,0
2.13334,1.17578,0
2.14999,1.15043,0
2.16666,1.1333,0
2.18333,1.11598,0
2.19999,1.09853,0
2.21666,1.08094,0
2.23333,1.06322,0
2.24999,1.04541,0
2.26666,1.0275,0
2.28333,1.00951,0
2.29999,0.991448,0.0256557
2.31666,0.973311,0.0800677
2.33333,0.95514,0.134581
2.34999,0.936934,0.189197
2.36666,0.909596,0.271212
2.38333,0.891361,0.325916
2.39999,0.873134,0.380597
2.41666,0.85498,0.435059
2.43333,0.836903,0.489291
2.44999,0.818864,0.543409
2.46666,0.800873,0.59738
2.48332,0.782947,0.651159
2.49999,0.765101,0.704696
2.51666,0.747346,0.757962
2.53333,0.729703,0.810892
2.54999,0.71219,0.86343
2.56666,0.694839,0.915482
2.58333,0.669089,0.992734
2.59999,0.652161,1.04352
2.61666,0.63542,1.09374
2.63333,0.618884,1.14335
2.64999,0.602608,1.19218
2.66666,0.586579,1.24026
2.68333,0.57081,1.28757
2.69999,0.555334,1.334
2.71666,0.540177,1.37947
2.73332,0.525396,1.42381
2.74999,0.510983,1.46705
2.76661,0.496992,1.50902
2.78333,0.483415,1.54975
2.79999,0.463898,1.60831
2.81666,0.451478,1.64557
2.83333,0.439549,1.68135
2.84999,0.428151,1.71555
2.86666,0.417281,1.74816
2.88333,0.406973,1.77908
2.89994,0.397227,1.80832
2.91666,0.388064,1.83581
2.93333,0.379583,1.86125
2.94999,0.37171,1.88487
2.96666,0.364462,1.90662
2.98332,0.357846,1.92646
2.99999,0.349143,1.95257
3.01666,0.34416,1.96752
3.03332,0.339849,1.98045
3.04999,0.336194,1.99142
3.06666,0.333218,2.00034
3.08332,0.330917,2.00725
3.09999,0.329307,2.01208
3.11666,0.328399,2.0148
3.13332,0.328165,2.0155
3.14999,0.328632,2.0141
3.16664,0.329772,2.01068
3.18333,0.331583,2.00525
3.19999,0.335591,1.99323
3.21666,0.339109,1.98267
3.23333,0.343321,1.97004
3.24999,0.348171,1.95549
3.26666,0.353696,1.93891
3.28333,0.359845,1.92046
3.29999,0.366674,1.89998
3.31666,0.374178,1.87747
3.33333,0.382266,1.8532
3.34999,0.390977,1.82707
3.36666,0.400247,1.79926
3.38333,0.410107,1.76968
3.39999,0.420554,1.73834
3.41666,0.437209,1.68837
3.43333,0.449046,1.65286
3.44999,0.46134,1.61598
3.46666,0.474134,1.5776
3.48332,0.487348,1.53796
3.49999,0.50102,1.49694
3.51666,0.515135,1.4546
3.53333,0.529601,1.4112
3.54999,0.544538,1.36638
3.56666,0.559854,1.32044
3.58333,0.575507,1.27348
3.59999,0.591477,1.22557
3.61666,0.607668,1.177
3.63333,0.624121,1.12764
3.64999,0.649155,1.05254
3.66667,0.666087,1.00174
3.68332,0.683227,0.950319
3.69999,0.700501,0.898496
3.71666,0.717885,0.846345
3.73332,0.735279,0.794162
3.74995,0.752725,0.741826
3.76666,0.770128,0.689615
3.78333,0.787526,0.637423
3.79999,0.804914,0.585259
3.81666,0.822194,0.533417
3.83333,0.839375,0.481875
3.85,0.856368,0.430896
3.86666,0.881569,0.355294
3.88332,0.898061,0.305817
3.89999,0.914327,0.257019
3.91666,0.930338,0.208985
3.93333,0.946009,0.161973
3.94999,0.961368,0.115895
3.96666,0.976344,0.0709679
3.98333,0.990959,0.0271216
3.99999,1.00519,0
4.01666,1.01896,0
4.03333,1.03229,0
4.04999,1.04513,0
4.06666,1.05753,0
4.08332,1.06942,0
4.09999,1.08621,0
4.11666,1.09672,0
4.13332,1.10663,0
4.14999,1.11596,0
4.16666,1.12467,0
4.18333,1.13269,0
4.2,1.1401,0
4.21666,1.14687,0
4.23333,1.15302,0
4.24999,1.15854,0
4.26666,1.16341,0
4.28333,1.16763,0
4.29999,1.17121,0
4.31666,1.17531,0
4.33333,1.17726,0
4.35,1.17856,0
4.36666,1.17926,0
4.38333,1.17932,0
4.39999,1.17875,0
4.41666,1.17761,0
4.43333,1.17591,0
4.44999,1.17366,0
4.46666,1.17082,0
4.48332,1.1674,0
4.49999,1.16348,0
4.51666,1.159,0
4.53332,1.15135,0
4.54999,1.14561,0
4.56666,1.13941,0
4.58332,1.13273,0
4.59999,1.12558,0
4.61666,1.11803,0
4.63333,1.11003,0
4.64997,1.10165,0
4.66666,1.09286,0
4.68333,1.08365,0
4.69999,1.07409,0
4.71666,1.06415,0
4.73333,1.05392,0
4.74999,1.03792,0
4.76666,1.0269,0
4.78332,1.01558,0
4.79999,1.00396,0
4.81666,0.992086,0.0237415
4.83332,0.979955,0.0601339
4.85,0.967614,0.0971578
4.86666,0.95504,0.134881
4.88332,0.942241,0.173276
4.89999,0.929271,0.212186
4.91666,0.916105,0.251685
4.93333,0.90276,0.291719
4.95,0.889222,0.332334
4.96666,0.86865,0.39405
4.98333,0.854784,0.435647
4.99999,0.8408,0.477599
5.01666,0.826747,0.51976
5.03333,0.812607,0.562179
5.04999,0.798429,0.604712
5.06666,0.784123,0.647632
5.08333,0.769774,0.690677
5.09999,0.755442,0.733674
5.11666,0.741101,0.776698
5.13331,0.726814,0.819559
5.14999,0.712556,0.862332
5.16666,0.698344,0.904967
