Time,Pos_Z,Output_Z
7.035e-06,-4.95755,-10
0.0166559,-4.95784,-7.37193
0.0333221,-4.95813,-7.57028
0.0499896,-4.95842,-7.7679
0.0666559,-4.95871,-7.96536
0.0833293,-4.95901,-8.16248
0.0999908,-4.96059,-8.27123
0.116657,-4.96179,-8.48552
0.133319,-4.96786,-8.33989
0.149984,-4.97401,-8.48941
0.166656,-4.98188,-8.52458
0.183319,-4.99143,-8.54788
0.199985,-5.00265,-8.55932
0.216655,-5.01549,-8.56041
0.233319,-5.03,-8.54337
0.249987,-5.04611,-8.51778
0.266656,-5.06385,-8.47507
0.28332,-5.08325,-8.41561
0.299987,-5.10427,-8.34365
0.316653,-5.12697,-8.25255
0.333323,-5.16404,-7.26855
0.349992,-5.19084,-7.87821
0.366651,-5.21926,-7.73302
0.383325,-5.24934,-7.57115
0.39999,-5.28108,-7.38889
0.416652,-5.31446,-7.19067
0.433318,-5.34952,-6.97321
0.44999,-5.38616,-6.7443
0.466653,-5.42429,-6.50086
0.483324,-5.46377,-6.25314
0.499984,-5.50441,-5.99693
0.516652,-5.54609,-5.73721
0.533322,-5.61018,-3.98588
0.549987,-5.65382,-5.0232
0.566657,-5.69805,-4.74421
0.583327,-5.74283,-4.45507
0.599991,-5.78807,-4.15814
0.616655,-5.83373,-3.85342
0.633319,-5.87975,-3.5407
0.64999,-5.92609,-3.22129
0.666656,-5.97273,-2.88924
0.683319,-6.01962,-2.55037
0.699984,-6.06677,-2.20125
0.716656,-6.11407,-1.84964
0.733318,-6.16127,-1.50125
0.749988,-6.23112,0.422564
0.76665,-6.27647,-0.735768
0.783322,-6.3204,-0.465074
0.799987,-6.3626,-0.214918
0.816653,-6.40289,0.018111
0.833354,-6.44112,0.229455
0.849991,-6.47732,0.450444
0.866654,-6.51147,0.649864
0.883323,-6.54351,0.840099
0.899984,-6.57349,1.02756
0.916651,-6.60133,1.19799
0.933323,-6.62716,1.36845
0.94999,-6.65092,1.52779
0.966651,-6.68263,2.36782
0.983321,-6.7012,1.81217
0.999986,-6.71765,1.93057
1.01665,-6.73204,2.04051
1.03333,-6.74427,2.13145
1.04999,-6.75444,2.21818
1.06666,-6.7625,2.2882
1.08333,-6.76846,2.34501
1.09999,-6.77239,2.3947
1.11666,-6.77432,2.43125
1.13332,-6.77439,2.46474
1.14999,-6.77264,2.48797
1.16666,-6.76914,2.50333
1.18332,-6.76085,2.29461
1.19999,-6.75339,2.44053
1.21666,-6.74451,2.4339
1.23332,-6.73425,2.41938
1.24999,-6.72274,2.40204
1.26665,-6.71002,2.37668
1.28332,-6.69616,2.34432
1.29999,-6.68125,2.30916
1.31665,-6.66538,2.26806
1.33333,-6.64862,2.22432
1.34999,-6.63102,2.17236
1.36665,-6.61265,2.11725
1.38332,-6.59357,2.0569
1.39999,-6.56371,1.29244
1.41666,-6.54305,1.82742
1.43332,-6.52185,1.74957
1.44998,-6.50015,1.66623
1.46666,-6.47796,1.57843
1.48332,-6.45537,1.48502
1.49998,-6.43238,1.38679
1.51665,-6.40903,1.28501
1.53332,-6.38532,1.17415
1.54998,-6.36128,1.05978
1.56665,-6.33697,0.942569
1.58333,-6.31238,0.818314
1.59999,-6.28756,0.688967
1.61666,-6.24989,-0.317635
1.63333,-6.22453,0.31871
1.64999,-6.19898,0.169723
1.66665,-6.17323,0.0159516
1.68332,-6.14735,-0.139957
1.69999,-6.12132,-0.303102
1.71665,-6.09549,-0.448261
1.73332,-6.07021,-0.571958
1.74999,-6.04529,-0.71148
1.76665,-6.02075,-0.850742
1.78332,-5.99672,-0.982418
1.79999,-5.97351,-1.09572
1.81665,-5.94068,-1.92748
1.83333,-5.92052,-1.29151
1.84995,-5.9019,-1.34582
1.86666,-5.89318,-0.806343
1.88332,-5.8695,-1.92384
1.89999,-5.85571,-1.43008
1.91665,-5.84356,-1.44063
1.93332,-5.83297,-1.44809
1.94999,-5.82397,-1.44447
1.96666,-5.81642,-1.441
1.98332,-5.8101,-1.44411
1.99999,-5.80525,-1.42261
2.01665,-5.8018,-1.39758
2.03332,-5.79969,-1.36727
2.04999,-5.79884,-1.33284
2.06665,-5.79964,-1.26366
2.08333,-5.80137,-1.23204
2.09999,-5.80388,-1.20408
2.11666,-5.8054,-1.29288
2.13332,-5.81077,-1.0533
2.14999,-5.81489,-1.13831
2.16666,-5.81932,-1.12394
2.18332,-5.82391,-1.11572
2.19999,-5.82858,-1.1125
2.21669,-5.83326,-1.11195
2.23332,-5.83794,-1.11055
2.24999,-5.8425,-1.11751
2.26665,-5.84693,-1.12532
2.28332,-5.85116,-1.13685
2.29999,-5.85522,-1.14763
2.31666,-5.86102,-1.02734
2.33333,-5.86471,-1.15849
2.34999,-5.8683,-1.16545
2.36666,-5.8718,-1.1724
2.38332,-5.87525,-1.17582
2.39999,-5.87864,-1.17917
2.41666,-5.88199,-1.18164
2.43332,-5.88529,-1.18491
2.44999,-5.88856,-1.18532
2.46666,-5.89186,-1.18164
2.48333,-5.8952,-1.1772
2.49999,-5.89858,-1.17023
2.51665,-5.90376,-1.04255
2.53332,-5.90725,-1.14074
2.54999,-5.91079,-1.13093
2.56666,-5.91436,-1.12149
2.58333,-5.91796,-1.11105
2.59999,-5.92156,-1.10104
2.61665,-5.92513,-1.09297
2.63332,-5.92862,-1.08819
2.64999,-5.93202,-1.08326
2.66666,-5.93533,-1.07923
2.68334,-5.93854,-1.07485
2.69998,-5.94167,-1.06974
2.71666,-5.94471,-1.06597
2.73332,-5.94904,-0.96526
2.74999,-5.95179,-1.05402
2.76665,-5.95443,-1.05246
2.78332,-5.95694,-1.05062
2.79999,-5.95934,-1.04969
2.81666,-5.96163,-1.04822
2.83333,-5.96379,-1.04799
2.84999,-5.96583,-1.04846
2.86665,-5.96776,-1.04852
2.88332,-5.96957,-1.04917
2.89999,-5.97129,-1.04902
2.91665,-5.97288,-1.05106
2.93332,-5.97438,-1.05158
