Time,Pos_Z,Output_Z
1.007e-06,-5.04774,-9.99875
0.0166563,-5.04616,-10
0.0333196,-5.04463,-10
0.0499873,-5.04315,-10
0.0666547,-5.04172,-10
0.0833223,-5.04044,-10
0.0999831,-5.04013,-10
0.116648,-5.04133,-10
0.133319,-5.04419,-10
0.149939,-5.04875,-9.98808
0.166647,-5.05505,-9.92203
0.183322,-5.06302,-9.8383
0.199988,-5.07807,-9.68027
0.216651,-5.09016,-9.55327
0.233316,-5.1039,-9.40907
0.249981,-5.1193,-9.24733
0.266654,-5.13631,-9.06873
0.283319,-5.15496,-8.8729
0.299982,-5.17527,-8.65968
0.316651,-5.1972,-8.42936
0.333314,-5.22081,-8.18147
0.349979,-5.24604,-7.91657
0.36665,-5.27295,-7.63402
0.383311,-5.30152,-7.33403
0.399983,-5.33174,-7.01677
0.416646,-5.38019,-6.50803
0.433318,-5.41455,-6.1472
0.449985,-5.45054,-5.76931
0.46665,-5.48799,-5.37608
0.483323,-5.52681,-4.9685
0.499986,-5.5668,-4.54855
0.51665,-5.60782,-4.11787
0.533329,-5.64975,-3.67766
0.549985,-5.69243,-3.22947
0.56665,-5.73581,-2.77401
0.583321,-5.77978,-2.31235
0.599986,-5.82427,-1.84516
0.616651,-5.86923,-1.37312
0.633315,-5.91455,-0.897232
0.649981,-5.98258,-0.182923
0.666617,-6.02722,0.285778
0.683322,-6.07069,0.742217
0.699986,-6.11251,1.18134
0.716653,-6.15243,1.60056
0.733318,-6.19029,1.99806
0.749979,-6.2261,2.37408
0.766653,-6.25986,2.7285
0.783315,-6.2915,3.06078
0.799941,-6.32112,3.37178
0.816647,-6.34861,3.66045
0.833314,-6.37411,3.92812
0.849983,-6.40845,4.28871
0.866648,-6.42878,4.50219
0.883317,-6.44705,4.69405
0.899978,-6.46321,4.86374
0.916646,-6.47732,5.01191
0.933323,-6.4893,5.13766
0.949984,-6.49924,5.24199
0.966651,-6.50709,5.32444
0.983304,-6.51285,5.38492
0.999986,-6.51662,5.42456
1.01665,-6.51843,5.44353
1.03331,-6.51843,5.44347
1.04998,-6.51664,5.4247
1.06665,-6.51077,5.36306
1.08332,-6.50488,5.30125
1.09998,-6.49749,5.2236
1.11665,-6.48869,5.13125
1.13334,-6.47855,5.02474
1.14999,-6.46718,4.90535
1.16665,-6.45461,4.77345
1.18332,-6.44094,4.62991
1.19999,-6.42624,4.47548
1.21666,-6.41055,4.31079
1.23332,-6.39398,4.13674
1.24998,-6.37654,3.95371
1.26665,-6.35834,3.76257
1.28332,-6.32968,3.46162
1.29998,-6.30975,3.25238
1.31665,-6.28921,3.03671
1.33332,-6.26812,2.81522
1.34998,-6.2465,2.58825
1.36665,-6.22436,2.3558
1.38332,-6.2018,2.11888
1.39998,-6.17881,1.87755
1.41665,-6.15546,1.63234
1.43332,-6.13175,1.38338
1.44999,-6.1077,1.13081
1.46665,-6.08336,0.875262
