Time,X,Y,Z
1.1167e-05,0.00797719,0.0476684,-4.98801
0.0166349,0.00779358,0.0476085,-4.98813
0.0333044,0.00768008,0.0475044,-4.98826
0.0499688,0.00763192,0.0473555,-4.98838
0.0666409,0.007571,0.0472365,-4.98851
0.0833073,0.00749842,0.0471385,-4.98858
0.0999655,0.0074042,0.0470555,-4.98818
0.11665,0.00730381,0.0469792,-4.98687
0.133309,0.00724559,0.0469037,-4.98438
0.14998,0.00727444,0.0468384,-4.98066
0.166637,0.00743235,0.0465057,-4.97578
0.183299,0.00774868,0.046209,-4.96982
0.199975,0.00812096,0.0459499,-4.9628
0.216641,0.00899506,0.0457136,-4.95049
0.233298,0.00958071,0.0456782,-4.94135
0.24997,0.0104647,0.0458072,-4.9315
0.266632,0.0114387,0.0460419,-4.9211
0.283302,0.0129727,0.0463998,-4.91018
0.299967,0.0148809,0.0467841,-4.89894
0.316631,0.0172537,0.0474216,-4.88739
0.333303,0.0204039,0.0485826,-4.87548
0.349967,0.0242347,0.0501668,-4.86336
0.366645,0.02895,0.0524403,-4.85085
0.383304,0.0344936,0.0552132,-4.83809
0.399964,0.0409636,0.0585327,-4.82501
0.416637,0.0484949,0.0625956,-4.81144
0.433297,0.0617611,0.0699644,-4.79039
0.449966,0.0718891,0.0759806,-4.77572
0.466642,0.0831817,0.0829646,-4.76075
0.483302,0.095708,0.091099,-4.74542
0.499969,0.109416,0.100286,-4.72967
0.516635,0.124347,0.110693,-4.71355
0.533298,0.140688,0.1224,-4.69701
0.549969,0.158416,0.135366,-4.67991
0.566634,0.177462,0.149677,-4.66253
0.583302,0.197874,0.165395,-4.64494
0.599972,0.219639,0.182592,-4.62714
0.61663,0.242601,0.201124,-4.60894
0.633302,0.266659,0.220882,-4.58989
0.649965,0.30508,0.252908,-4.56017
0.666631,0.332573,0.276163,-4.53996
0.683302,0.361483,0.300789,-4.51952
0.699963,0.391813,0.326783,-4.49887
0.716638,0.42344,0.354063,-4.47778
0.733297,0.456428,0.382572,-4.45637
0.749964,0.490743,0.412453,-4.43469
0.766635,0.52634,0.443579,-4.41264
0.783299,0.563106,0.476084,-4.3902
0.799975,0.601165,0.510114,-4.36732
0.816635,0.640586,0.545404,-4.34416
0.833301,0.681346,0.582003,-4.3207
0.849974,0.723538,0.619949,-4.29716
0.866639,0.789526,0.679475,-4.26182
0.883319,0.835366,0.720833,-4.23823
0.89998,0.882781,0.763577,-4.21467
0.916655,0.931732,0.807929,-4.19106
0.933307,0.982044,0.853581,-4.16739
0.949974,1.03369,0.900606,-4.14359
0.966642,1.08679,0.948962,-4.11981
0.983299,1.14124,0.99857,-4.0958
0.999972,1.19685,1.04918,-4.07116
1.01663,1.25365,1.10077,-4.04612
1.0333,1.31157,1.15345,-4.02071
1.04997,1.3707,1.20743,-3.99497
1.06664,1.43083,1.26247,-3.96885
1.08331,1.49205,1.31851,-3.94226
1.09997,1.5861,1.40434,-3.90203
1.11664,1.65029,1.46289,-3.87509
1.13334,1.71562,1.52231,-3.84806
1.14998,1.78213,1.58273,-3.82089
1.16664,1.84963,1.64436,-3.79339
1.18331,1.91821,1.70684,-3.7654
1.19998,1.98774,1.77023,-3.73703
1.21664,2.05833,1.83449,-3.70876
1.2333,2.12991,1.8997,-3.68054
1.24998,2.2025,1.9657,-3.65222
1.26664,2.27615,2.03256,-3.62399
1.2833,2.35087,2.10023,-3.59579
1.29997,2.42639,2.16907,-3.56771
1.31664,2.54121,2.27373,-3.5258
1.3333,2.61879,2.34437,-3.49801
1.34996,2.69726,2.41578,-3.47046
1.36664,2.77655,2.48788,-3.44309
1.3833,2.85665,2.56068,-3.4157
1.39997,2.93751,2.63421,-3.3883
1.41664,3.0189,2.70858,-3.36101
1.4333,3.1008,2.7838,-3.33381
1.44997,3.18333,2.85947,-3.30681
1.46663,3.26642,2.93557,-3.27992
1.4833,3.35005,3.01213,-3.2529
1.49997,3.43421,3.08905,-3.22587
1.51663,3.51878,3.16649,-3.19887
1.5333,3.64618,3.28359,-3.15838
1.54996,3.73126,3.36251,-3.1315
1.56663,3.81661,3.44167,-3.10465
1.5833,3.90221,3.52117,-3.07795
1.59996,3.98802,3.60099,-3.05142
1.61663,4.07403,3.68092,-3.02501
1.6333,4.16027,3.76104,-2.99876
1.64996,4.24667,3.84122,-2.97273
1.66664,4.33304,3.92176,-2.947
1.68331,4.41925,4.00264,-2.92134
1.69996,4.50539,4.08347,-2.89569
1.71664,4.59148,4.16429,-2.87003
1.73331,4.6775,4.24498,-2.84429
1.74997,4.80638,4.36609,-2.80605
1.76664,4.89211,4.44667,-2.78075
1.7833,4.97759,4.52723,-2.7556
1.79997,5.06241,4.60814,-2.73054
1.81664,5.14701,4.68878,-2.70568
1.83332,5.23129,4.7692,-2.68108
1.84998,5.31519,4.84926,-2.65666
1.86665,5.39852,4.92905,-2.63241
1.88331,5.48129,5.00862,-2.60836
1.89997,5.56362,5.08783,-2.58446
1.91663,5.64524,5.167,-2.56081
1.93331,5.72623,5.24594,-2.53733
1.94997,5.80684,5.32447,-2.51381
1.96664,5.88687,5.40254,-2.4904
1.98331,6.00574,5.51845,-2.45602
1.99998,6.0839,5.59503,-2.43359
2.01664,6.16143,5.6709,-2.41145
2.03331,6.23832,5.74627,-2.38937
2.04998,6.31422,5.82137,-2.36734
2.06664,6.38945,5.89583,-2.34556
2.08331,6.46395,5.96963,-2.32403
2.09996,6.53771,6.04245,-2.30299
2.11664,6.61058,6.11434,-2.2825
2.1333,6.6827,6.18516,-2.26254
2.14998,6.75399,6.25505,-2.24336
2.16665,6.82417,6.32414,-2.22482
2.18331,6.89338,6.39228,-2.20678
2.19998,6.99558,6.49244,-2.18087
2.21664,7.06264,6.5577,-2.16454
2.23331,7.12876,6.62177,-2.14889
2.24997,7.1941,6.68461,-2.13402
2.26663,7.25859,6.74634,-2.11963
2.2833,7.32224,6.80691,-2.10567
2.29997,7.38472,6.86646,-2.09244
2.31664,7.44622,6.92486,-2.07991
2.3333,7.50693,6.98216,-2.06805
2.34997,7.56661,7.03834,-2.05698
2.36665,7.62533,7.09333,-2.04687
2.38331,7.68325,7.14716,-2.03788
2.39997,7.76853,7.22571,-2.02605
2.41664,7.82423,7.27689,-2.01907
2.43332,7.87888,7.32712,-2.01278
2.44999,7.93278,7.37632,-2.00729
2.46665,7.98579,7.42448,-2.00257
2.48332,8.03795,7.47168,-1.99867
2.49997,8.08933,7.51793,-1.99576
2.51665,8.13981,7.56323,-1.99379
2.53331,8.18953,7.60757,-1.99262
2.54997,8.23803,7.65133,-1.99218
2.56664,8.2857,7.69417,-1.99247
2.5833,8.3327,7.73609,-1.99341
2.59997,8.37892,7.77713,-1.99494
2.61663,8.42445,7.81716,-1.99711
2.6333,8.49115,7.87537,-2.0019
2.64997,8.53467,7.91287,-2.0061
2.66664,8.5772,7.94957,-2.01122
2.68331,8.61875,7.98544,-2.01717
2.69997,8.65949,8.0202,-2.02388
2.71663,8.69933,8.05394,-2.03122
2.7333,8.73841,8.08658,-2.03903
