Time,X,Y,Z
1.1247e-05,0.0046399,0.0494548,-4.9946
0.0166371,0.00468128,0.049264,-4.99462
0.033321,0.0047087,0.0490882,-4.99464
0.0499757,0.00472035,0.0489286,-4.99466
0.0666061,0.00471738,0.048784,-4.99469
0.0833026,0.00470263,0.0486519,-4.9947
0.0999712,0.00466821,0.0485287,-4.99448
0.116631,0.00461447,0.0484031,-4.99354
0.133306,0.00454647,0.0479772,-4.99151
0.149971,0.00452881,0.0475603,-4.98817
0.166609,0.00470963,0.0469734,-4.98074
0.183306,0.00499437,0.0466494,-4.97429
0.199965,0.00544743,0.0464107,-4.9668
0.216631,0.00593501,0.0462512,-4.95834
0.233339,0.00668153,0.0462489,-4.94893
0.249989,0.00751367,0.0459231,-4.93878
0.266611,0.00839284,0.0456791,-4.92798
0.283302,0.00972066,0.045729,-4.9166
0.299968,0.0112918,0.0459542,-4.90484
0.316638,0.0134916,0.0466231,-4.89255
0.3333,0.0162034,0.0475919,-4.88
0.349971,0.0196079,0.0489491,-4.86717
0.366608,0.0239903,0.0509984,-4.85397
0.383309,0.0327704,0.0549027,-4.8337
0.399976,0.039989,0.0585245,-4.81976
0.416635,0.0483281,0.0629758,-4.8056
0.433304,0.0578845,0.0684674,-4.79106
0.449968,0.0686618,0.074963,-4.77626
0.466612,0.0807903,0.0825974,-4.76122
0.483302,0.094354,0.0915276,-4.74592
0.499965,0.109446,0.101693,-4.73035
0.516636,0.126098,0.1132,-4.71449
0.533307,0.144223,0.126071,-4.69829
0.549971,0.163861,0.140348,-4.6817
0.566619,0.185028,0.156071,-4.66482
0.583304,0.207744,0.173252,-4.64759
0.599974,0.24473,0.201791,-4.62118
0.616636,0.271433,0.222776,-4.60315
0.633305,0.299767,0.2453,-4.58477
0.649973,0.329618,0.269331,-4.56598
0.666609,0.361052,0.29494,-4.54687
0.683307,0.394061,0.322058,-4.52752
0.699973,0.428624,0.350696,-4.50779
0.716641,0.464725,0.380762,-4.48771
0.733308,0.502393,0.412321,-4.46728
0.74997,0.541724,0.445586,-4.44655
0.766615,0.582658,0.480436,-4.42559
0.783307,0.625172,0.516806,-4.40436
0.799966,0.691856,0.574056,-4.37205
0.816636,0.738167,0.614029,-4.35006
0.833297,0.785973,0.655378,-4.32782
0.849965,0.835233,0.698136,-4.30526
0.866611,0.886083,0.74247,-4.28249
0.883298,0.938481,0.788269,-4.25957
0.899971,0.992285,0.835409,-4.23628
0.916632,1.04749,0.88381,-4.21272
0.933299,1.1041,0.933588,-4.18894
0.94997,1.16208,0.98472,-4.16491
0.966607,1.22142,1.03708,-4.14072
0.983303,1.28211,1.09075,-4.11634
0.999968,1.344,1.14575,-4.0917
1.01663,1.40702,1.20215,-4.06678
1.0333,1.50386,1.28897,-4.02897
1.04997,1.56988,1.34824,-4.00345
1.0666,1.63705,1.40862,-3.97763
1.0833,1.70534,1.46997,-3.95155
1.09997,1.77472,1.53237,-3.9252
1.11664,1.84521,1.59573,-3.89872
1.13331,1.91656,1.66062,-3.87207
1.14996,1.98891,1.72654,-3.84522
1.16661,2.06226,1.7933,-3.81821
1.1833,2.13659,1.86101,-3.79105
1.19996,2.21193,1.92954,-3.76387
1.21664,2.28817,1.99897,-3.73668
1.2333,2.3653,2.06929,-3.70948
1.24996,2.48257,2.1767,-3.66905
1.26661,2.5618,2.24956,-3.64227
1.2833,2.64187,2.32307,-3.61557
1.29997,2.72269,2.39734,-3.58888
1.31665,2.80427,2.47219,-3.56217
1.33331,2.88653,2.54767,-3.53538
1.34997,2.96945,2.62371,-3.50844
1.36662,3.05304,2.70014,-3.48139
1.38331,3.13682,2.77759,-3.45421
