Counter,Norm,X,Y,Z
0,2.85313,9.70181,7.02293,-2.99143
0,2.72828,9.69353,6.99389,-2.99409
0,2.75853,9.68531,6.96488,-2.99644
0,2.74268,9.67296,6.9214,-2.99984
0,2.72927,9.66471,6.89242,-3.00209
0,2.74665,9.65642,6.86357,-3.00429
0,2.76638,9.6482,6.83488,-3.0063
0,2.79825,9.64007,6.80637,-3.0082
0,2.74357,9.63197,6.77799,-3.01006
0,2.84292,9.62392,6.74958,-3.01195
0,2.76999,9.61584,6.72133,-3.01394
0,2.72714,9.60773,6.69317,-3.0161
0,2.74938,9.59965,6.66517,-3.01819
0,2.7204,9.59165,6.63737,-3.02004
0,2.75194,9.58374,6.60979,-3.02176
0,2.74371,9.57195,6.56881,-3.02458
0,2.73688,9.5641,6.54177,-3.02667
0,2.7676,9.55625,6.51505,-3.02885
0,2.80955,9.54847,6.48865,-3.03101
0,2.75717,9.5409,6.46249,-3.03315
0,2.77741,9.53349,6.43657,-3.03545
0,2.75296,9.5263,6.41086,-3.03788
0,2.77391,9.51929,6.38548,-3.04006
0,2.77081,9.51241,6.36045,-3.04198
0,2.787,9.5056,6.33582,-3.04376
0,2.75314,9.49886,6.31178,-3.04552
0,2.78012,9.49223,6.28794,-3.04727
0,2.75495,9.48569,6.26436,-3.04892
0,2.80424,9.47611,6.22938,-3.05114
0,2.77428,9.46985,6.20645,-3.05215
0,2.76575,9.46372,6.18389,-3.05246
0,2.75313,9.45778,6.16174,-3.0523
0,2.75366,9.45191,6.14012,-3.05207
0,2.78187,9.44616,6.11908,-3.05194
0,2.77957,9.44036,6.09845,-3.05199
0,2.75662,9.43455,6.07814,-3.05212
0,2.77056,9.42887,6.05809,-3.05233
0,2.7613,9.42321,6.03834,-3.05253
0,2.77888,9.41772,6.01897,-3.05269
0,2.77167,9.4122,5.99997,-3.05296
0,2.76143,9.40675,5.9815,-3.05331
0,2.82168,9.40122,5.96339,-3.05356
0,2.81315,9.39262,5.93687,-3.05377
0,2.77372,9.38677,5.91963,-3.05378
0,2.79665,9.38083,5.90275,-3.05374
0,2.77875,9.3749,5.88617,-3.05363
0,2.77125,9.36894,5.86995,-3.05352
0,2.75445,9.36293,5.85409,-3.05362
0,2.76382,9.3568,5.83868,-3.05384
0,2.82995,9.35061,5.82371,-3.05405
0,2.78588,9.34437,5.80912,-3.05414
0,2.80783,9.33814,5.79487,-3.05391
0,2.77,9.33192,5.78094,-3.05327
0,2.811,9.32564,5.7673,-3.05228
0,2.75361,9.31932,5.7541,-3.05111
0,2.78722,9.30962,5.73536,-3.04912
0,2.75568,9.30313,5.72354,-3.0476
0,2.83493,9.29672,5.71219,-3.04602
0,2.81917,9.29034,5.70136,-3.04444
0,2.79401,9.28409,5.691,-3.04303
0,2.82179,9.2779,5.68121,-3.04196
0,2.81268,9.27179,5.67199,-3.04088
0,2.8521,9.26582,5.66338,-3.03953
0,2.83533,9.25993,5.65539,-3.03794
0,2.80571,9.25401,5.64784,-3.03589
0,2.8642,9.2479,5.64074,-3.03337
0,2.75066,9.24169,5.63416,-3.0308
0,2.7808,9.23546,5.62818,-3.02847
0,2.88781,9.2263,5.62057,-3.0256
0,2.78511,9.22046,5.61643,-3.02408
0,2.87393,9.21465,5.6132,-3.02289
0,2.79156,9.20893,5.61061,-3.02205
0,2.84266,9.20323,5.6086,-3.02158
0,2.81504,9.19765,5.60717,-3.02125
0,2.76129,9.19214,5.6063,-3.02081
0,2.78673,9.18679,5.60598,-3.02051
0,2.79705,9.18153,5.60625,-3.02035
0,2.75352,9.17637,5.60703,-3.02043
0,2.77614,9.17131,5.60837,-3.02036
0,2.79188,9.16642,5.61014,-3.02023
0,2.79731,9.16175,5.61224,-3.0202
0,2.87163,9.15506,5.61625,-3.02048
0,2.7634,9.15078,5.61926,-3.02101
0,2.78309,9.14669,5.62269,-3.02178
0,2.82477,9.14293,5.62648,-3.02272
0,2.75144,9.13939,5.63063,-3.02381
0,2.7468,9.13618,5.63499,-3.02506
0,2.81614,9.13319,5.63942,-3.02655
0,2.8203,9.13046,5.6439,-3.02822
0,2.8339,9.12798,5.64847,-3.03016
0,2.88677,9.12572,5.65316,-3.03227
0,2.81261,9.12365,5.65808,-3.03453
0,2.89847,9.12176,5.66319,-3.03706
0,2.80585,9.11988,5.66854,-3.03985
0,2.86939,9.11743,5.67657,-3.04436
0,2.84027,9.11608,5.68188,-3.0475
0,2.80082,9.11498,5.68715,-3.0505
0,2.85605,9.1141,5.69254,-3.05331
0,2.88888,9.11337,5.69806,-3.05607
0,2.81794,9.11281,5.70374,-3.05876
0,2.85721,9.11227,5.70965,-3.06121
0,2.84038,9.11189,5.71567,-3.06358
0,2.79651,9.11167,5.72187,-3.0659
0,2.78854,9.11166,5.72824,-3.06823
0,2.79741,9.11181,5.73478,-3.07058
0,2.86285,9.11217,5.74143,-3.0728
0,2.85955,9.11277,5.74821,-3.075
0,2.8608,9.11394,5.75879,-3.07811
0,2.84292,9.11486,5.76623,-3.07989
0,2.86636,9.11586,5.77392,-3.08131
0,2.80872,9.11695,5.78186,-3.08241
0,2.78529,9.11804,5.79001,-3.08331
0,2.86628,9.11911,5.79827,-3.08419
0,2.87426,9.1202,5.80666,-3.08511
0,2.87142,9.12136,5.81532,-3.08601
0,2.85826,9.1226,5.82437,-3.0869
0,2.91153,9.12392,5.83381,-3.08783
0,2.8262,9.12538,5.84358,-3.08895
0,2.83806,9.12684,5.85359,-3.09025
0,2.86756,9.12829,5.86383,-3.09182
0,2.83209,9.13036,5.87958,-3.09493
0,2.87624,9.13183,5.89031,-3.09762
0,2.84721,9.13336,5.90135,-3.10081
0,2.87597,9.135,5.91261,-3.10403
0,2.87733,9.13673,5.92409,-3.10701
0,2.82217,9.13847,5.93578,-3.10984
0,2.8854,9.14022,5.9475,-3.11251
0,2.89463,9.1419,5.9593,-3.11501
0,2.85301,9.14355,5.97107,-3.11744
0,2.858,9.14521,5.98287,-3.11992
0,2.90047,9.14696,5.99474,-3.12217
0,2.86283,9.14874,6.00656,-3.12418
0,2.89382,9.15069,6.0183,-3.12611
0,2.85821,9.15375,6.0355,-3.12878
0,2.91068,9.15579,6.04678,-3.13044
0,2.94273,9.1578,6.05784,-3.13192
0,2.88925,9.15979,6.06879,-3.13317
0,2.94883,9.16181,6.07962,-3.13424
0,2.95464,9.16356,6.09017,-3.13514
0,2.97298,9.16541,6.10046,-3.13584
0,2.8584,9.16734,6.11045,-3.13625
0,2.87824,9.16926,6.12016,-3.13648
0,2.98129,9.17115,6.12958,-3.13657
0,2.92875,9.17302,6.13869,-3.13659
0,2.97678,9.17483,6.14742,-3.13649
0,2.90972,9.17656,6.15585,-3.13627
0,2.91582,9.17825,6.16383,-3.13606
0,2.93601,9.18098,6.17506,-3.13569
0,2.97993,9.18298,6.18219,-3.13514
0,2.91212,9.18507,6.18909,-3.13439
0,2.92496,9.18724,6.19575,-3.13351
0,2.89985,9.18943,6.2021,-3.13267
0,2.91685,9.19172,6.20817,-3.13206
0,3.05076,9.19396,6.21401,-3.13154
0,2.92717,9.19633,6.21968,-3.13092
0,3.01039,9.19883,6.22522,-3.13014
0,2.96894,9.2014,6.2305,-3.1291
0,2.90096,9.20401,6.23557,-3.12781
0,2.8812,9.20665,6.24028,-3.12625
0,2.98265,9.21086,6.24692,-3.12371
0,3.06952,9.2138,6.25126,-3.12195
0,2.98223,9.21692,6.25547,-3.11996
0,2.87511,9.2201,6.25949,-3.11759
0,2.96035,9.22329,6.26336,-3.11481
0,2.9374,9.22648,6.26709,-3.11171
0,2.87256,9.2297,6.27069,-3.10855
0,2.84381,9.23299,6.27412,-3.1056
0,2.88393,9.23635,6.27727,-3.10311
0,2.97844,9.23962,6.28018,-3.10103
0,2.95576,9.24303,6.28279,-3.09913
0,2.90501,9.24653,6.28522,-3.09713
0,2.8811,9.25176,6.2886,-3.09393
0,2.93851,9.25515,6.2906,-3.09167
0,2.90591,9.25843,6.29229,-3.08949
0,2.94953,9.2617,6.29362,-3.08744
0,2.98173,9.26492,6.29465,-3.08549
0,2.92363,9.26812,6.29536,-3.08362
0,3.03409,9.27139,6.29577,-3.08185
0,3.01699,9.27464,6.29587,-3.08026
0,2.82377,9.27786,6.2956,-3.07894
0,2.87457,9.2811,6.29507,-3.07769
0,2.97499,9.28437,6.2943,-3.07646
0,2.94852,9.28774,6.29337,-3.07528
0,2.92573,9.29106,6.29231,-3.07413
0,2.95537,9.29443,6.29093,-3.0731
0,2.9638,9.29955,6.2881,-3.0718
0,3.10002,9.30299,6.28575,-3.07106
0,2.93041,9.30638,6.28305,-3.07024
0,2.90041,9.30977,6.28006,-3.06939
0,2.92857,9.31313,6.27682,-3.06848
0,2.85252,9.31651,6.27334,-3.06742
0,2.78195,9.31995,6.26971,-3.06617
0,2.86951,9.32354,6.26599,-3.0647
0,2.88931,9.32723,6.26216,-3.0632
0,2.91572,9.33095,6.25815,-3.06181
0,2.90838,9.33468,6.25381,-3.06055
0,3.01566,9.33846,6.24915,-3.05936
0,2.82186,9.34231,6.24407,-3.05831
0,2.98144,9.34818,6.23598,-3.05702
0,2.98912,9.35215,6.23033,-3.05624
0,2.82581,9.35613,6.22437,-3.05551
0,2.81167,9.36012,6.2182,-3.05477
0,2.87491,9.36418,6.21178,-3.05392
0,2.88963,9.3683,6.2051,-3.05288
0,2.90128,9.37255,6.19827,-3.05169
0,2.9805,9.37688,6.1912,-3.0506
0,2.97052,9.38128,6.18396,-3.04957
0,2.88157,9.3857,6.17645,-3.0485
0,3.02112,9.39015,6.1687,-3.04736
0,2.96007,9.39458,6.16063,-3.04619
0,2.96334,9.39904,6.15234,-3.04489
0,2.88793,9.40353,6.14368,-3.04339
0,3.02034,9.41041,6.1302,-3.04075
0,2.8185,9.41514,6.12109,-3.03886
0,2.89502,9.41984,6.11181,-3.03689
0,2.88696,9.42449,6.10244,-3.03497
0,2.98784,9.42908,6.09292,-3.03332
0,2.87378,9.43361,6.08325,-3.03202
0,2.83521,9.43823,6.0734,-3.03088
0,2.86289,9.44303,6.06341,-3.02984
0,2.93086,9.44785,6.05338,-3.02878
0,2.86944,9.45269,6.0433,-3.02759
0,2.91481,9.4575,6.03313,-3.02614
0,2.8222,9.46226,6.02288,-3.02425
0,2.79754,9.46698,6.0125,-3.02216
0,2.76677,9.47393,5.99672,-3.01881
0,2.80453,9.47846,5.98613,-3.01652
0,2.89239,9.48287,5.97547,-3.01425
0,2.75648,9.48713,5.96483,-3.01207
0,2.84846,9.49135,5.9542,-3.00994
0,2.86399,9.49562,5.94352,-3.00783
0,2.96858,9.49986,5.93273,-3.00584
0,2.84562,9.50601,5.91648,-3.0027
0,2.7833,9.50798,5.91103,-3.00164
0,2.79976,9.51184,5.90017,-2.99962
0,2.83906,9.5156,5.88932,-2.99779
0,2.73341,9.51927,5.87849,-2.99614
0,2.79129,9.52455,5.86215,-2.99414
0,2.77489,9.52783,5.85128,-2.99311
0,2.92714,9.53088,5.84056,-2.9922
0,2.80934,9.53375,5.82996,-2.99126
0,2.86412,9.53644,5.81941,-2.99035
0,2.76738,9.53911,5.80882,-2.98938
0,2.88102,9.54172,5.79822,-2.98804
0,2.75155,9.54423,5.78769,-2.98631
0,2.75002,9.54661,5.77728,-2.98438
0,2.72723,9.54878,5.76694,-2.98242
0,2.74597,9.5507,5.75671,-2.98037
0,2.8278,9.55247,5.74646,-2.97822
0,2.75917,9.55414,5.73621,-2.97607
0,2.86094,9.5565,5.72103,-2.97331
0,2.79413,9.55791,5.71106,-2.97199
0,2.74696,9.55918,5.70119,-2.97091
0,2.81405,9.56038,5.69145,-2.96993
0,2.80502,9.56146,5.68186,-2.96894
0,2.75949,9.56241,5.67237,-2.96786
0,2.74336,9.56334,5.66297,-2.9667
0,2.68287,9.56421,5.65354,-2.96548
0,2.7199,9.56507,5.64422,-2.96448
0,2.75874,9.56592,5.63498,-2.9639
0,2.71946,9.56683,5.62596,-2.96367
0,2.70678,9.56781,5.61717,-2.96349
0,2.79343,9.56884,5.60855,-2.96315
0,2.83439,9.57053,5.5959,-2.96218
0,2.75693,9.57175,5.58758,-2.96125
0,2.7426,9.57303,5.57945,-2.96006
0,2.69894,9.57436,5.57149,-2.95858
0,2.76346,9.57575,5.56371,-2.95681
0,2.68927,9.57721,5.55606,-2.95476
0,2.71948,9.57879,5.54857,-2.95252
0,2.73253,9.58047,5.54118,-2.95016
0,2.71592,9.5823,5.5339,-2.94772
0,2.68833,9.58422,5.52671,-2.94518
0,2.83213,9.58613,5.5196,-2.94258
0,2.66111,9.58805,5.51263,-2.93999
0,2.77229,9.58996,5.50565,-2.93734
0,2.71723,9.59191,5.49879,-2.9345
0,2.81705,9.5949,5.48867,-2.92972
0,2.67798,9.59688,5.48192,-2.9264
0,2.69843,9.59881,5.47508,-2.92302
0,2.77303,9.60058,5.46815,-2.9196
0,2.71657,9.60228,5.46113,-2.91618
0,2.684,9.60393,5.45393,-2.91273
0,2.74877,9.60563,5.44666,-2.90934
0,2.69681,9.60734,5.43932,-2.90622
0,2.67491,9.60898,5.4319,-2.90323
0,2.78011,9.61054,5.42444,-2.90037
0,2.78724,9.61199,5.41694,-2.89752
0,2.74094,9.61329,5.40935,-2.8944
0,2.67641,9.61439,5.40157,-2.89113
0,2.67284,9.61576,5.38964,-2.88604
0,2.65666,9.61648,5.38146,-2.88295
0,2.68402,9.61709,5.37323,-2.88035
0,2.65275,9.61769,5.36492,-2.87816
0,2.66584,9.61827,5.35656,-2.87623
0,2.61335,9.6189,5.34814,-2.87448
0,2.67556,9.61939,5.33974,-2.87282
0,2.64394,9.61985,5.33136,-2.87131
0,2.62232,9.62023,5.32298,-2.87009
0,2.60582,9.6206,5.31466,-2.86923
0,2.76344,9.62092,5.30634,-2.86878
0,2.59858,9.6212,5.29803,-2.86859
0,2.612,9.62151,5.28978,-2.86853
0,2.65987,9.62209,5.27764,-2.86843
0,2.68958,9.62248,5.26963,-2.86849
0,2.75584,9.6228,5.26163,-2.86856
0,2.63897,9.62304,5.25371,-2.86862
0,2.6416,9.62321,5.24588,-2.86875
0,2.68091,9.6234,5.23818,-2.8689
0,2.63194,9.62356,5.23059,-2.86897
0,2.73973,9.6238,5.22309,-2.86892
0,2.64761,9.6239,5.21581,-2.86884
0,2.68492,9.6241,5.20869,-2.86865
0,2.63567,9.6244,5.20167,-2.86827
0,2.6974,9.62467,5.19474,-2.8677
0,2.65776,9.62492,5.18781,-2.86712
0,2.61797,9.62512,5.17748,-2.86641
0,2.88375,9.62512,5.1707,-2.86585
0,2.61164,9.62503,5.16408,-2.86518
0,2.62012,9.62482,5.15773,-2.86445
0,2.64296,9.62457,5.15161,-2.86383
0,2.71455,9.62431,5.14562,-2.86344
0,2.60664,9.62404,5.13969,-2.86316
0,2.59822,9.62379,5.13371,-2.86275
0,2.67574,9.62357,5.12766,-2.8619
