Counter,Norm,X,Y,Z
0,2.68752,9.62331,5.12156,-2.86071
0,2.66714,9.62295,5.11566,-2.85935
0,2.65793,9.62251,5.10974,-2.85788
0,2.65111,9.62199,5.10367,-2.85636
0,2.64813,9.6212,5.09429,-2.85419
0,2.6552,9.62067,5.08775,-2.85281
0,2.61607,9.62023,5.08115,-2.85165
0,2.6749,9.61987,5.07453,-2.85078
0,2.59846,9.61951,5.06774,-2.85007
0,2.6271,9.61918,5.06086,-2.84945
0,2.61234,9.61888,5.05376,-2.84898
0,2.71565,9.61856,5.04639,-2.84873
0,2.62259,9.6182,5.03874,-2.84872
0,2.58657,9.61787,5.03088,-2.84872
0,2.62,9.61753,5.02272,-2.84862
0,2.59901,9.61721,5.01434,-2.84833
0,2.61562,9.61694,5.0057,-2.84779
0,2.62247,9.61656,4.99233,-2.84626
0,2.66589,9.61635,4.98328,-2.84498
0,2.54583,9.61618,4.97417,-2.84366
0,2.69489,9.61607,4.96501,-2.84232
0,2.61829,9.61602,4.95576,-2.84088
0,2.57304,9.61604,4.94646,-2.83919
0,2.56894,9.61615,4.93704,-2.83722
0,2.69321,9.61637,4.92748,-2.83505
0,2.58066,9.61666,4.91789,-2.83294
0,2.68314,9.61705,4.90823,-2.83113
0,2.56255,9.6175,4.89863,-2.8296
0,2.66116,9.61804,4.88908,-2.82815
0,2.65363,9.61868,4.87954,-2.82662
0,2.55979,9.61981,4.86528,-2.82425
0,2.569,9.62051,4.85597,-2.8228
0,2.63396,9.6213,4.84673,-2.82127
0,2.62585,9.62215,4.8376,-2.81954
0,2.68559,9.62306,4.82854,-2.81755
0,2.69517,9.62402,4.81959,-2.81532
0,2.54368,9.62506,4.8107,-2.81306
0,2.54427,9.62618,4.80183,-2.81094
0,2.58789,9.62749,4.79305,-2.80888
0,2.54243,9.62897,4.78435,-2.80683
0,2.64348,9.63055,4.77568,-2.80486
0,2.56483,9.63222,4.76702,-2.80311
0,2.61986,9.63396,4.75841,-2.80156
0,2.53144,9.63672,4.74564,-2.79903
0,2.63035,9.63864,4.73725,-2.79694
0,2.53251,9.64057,4.72894,-2.79461
0,2.50389,9.64242,4.72079,-2.79209
0,2.51356,9.64426,4.71263,-2.78935
0,2.55921,9.64613,4.70454,-2.78671
0,2.55883,9.64806,4.69661,-2.78437
0,2.63733,9.65012,4.68883,-2.78233
0,2.508,9.65226,4.68123,-2.78064
0,2.49953,9.65447,4.67374,-2.77925
0,2.52607,9.65671,4.66634,-2.778
0,2.56778,9.65891,4.65928,-2.77691
0,2.50674,9.6611,4.65232,-2.77589
0,2.53649,9.6644,4.64205,-2.77407
0,2.5137,9.66664,4.6353,-2.77239
0,2.58811,9.66889,4.62857,-2.77034
0,2.47606,9.67111,4.62196,-2.7681
0,2.51089,9.67325,4.61551,-2.76578
0,2.48086,9.67524,4.60925,-2.76334
0,2.4874,9.6772,4.6031,-2.76076
0,2.52517,9.67916,4.59692,-2.75807
0,2.52309,9.68126,4.59081,-2.75527
0,2.51411,9.68341,4.58484,-2.75241
0,2.46936,9.68546,4.57891,-2.74958
0,2.53989,9.6874,4.5731,-2.74687
0,2.47124,9.68924,4.56734,-2.7442
0,2.52497,9.69181,4.55865,-2.74031
0,2.50529,9.69341,4.55271,-2.73774
0,2.51176,9.69493,4.54656,-2.73521
0,2.47058,9.69636,4.54027,-2.73285
0,2.45542,9.6977,4.53395,-2.73084
0,2.51403,9.69903,4.52764,-2.72919
0,2.51371,9.70033,4.52128,-2.72768
0,2.43226,9.70147,4.51495,-2.72619
0,2.50591,9.70249,4.50857,-2.72482
0,2.50862,9.70345,4.5021,-2.7233
0,2.46487,9.70428,4.49556,-2.7217
0,2.46256,9.70502,4.4889,-2.72001
0,2.45728,9.70563,4.48222,-2.71817
0,2.56051,9.7064,4.47224,-2.71496
0,2.4346,9.70686,4.46565,-2.71264
0,2.47906,9.7073,4.45907,-2.71028
0,2.4379,9.70771,4.45246,-2.70795
0,2.49,9.70806,4.44573,-2.70576
0,2.40753,9.70832,4.43898,-2.70375
0,2.48027,9.7085,4.4321,-2.70193
0,2.41095,9.70866,4.42513,-2.70026
0,2.41451,9.70881,4.41817,-2.69868
0,2.55337,9.70891,4.41125,-2.69713
0,2.44937,9.70892,4.40443,-2.69562
0,2.51441,9.7089,4.39755,-2.69405
0,2.43364,9.70886,4.39061,-2.69241
0,2.44168,9.70874,4.38004,-2.68997
0,2.43484,9.7087,4.37298,-2.68818
0,2.48825,9.70864,4.36593,-2.68637
0,2.44283,9.70857,4.35902,-2.68459
0,2.40274,9.70847,4.3522,-2.68287
0,2.42343,9.7083,4.34549,-2.68134
0,2.43032,9.70807,4.33874,-2.68012
0,2.38982,9.70784,4.33195,-2.67927
0,2.49822,9.70759,4.325,-2.67856
0,2.46974,9.70736,4.31793,-2.67778
0,2.45702,9.70714,4.31071,-2.67679
0,2.4471,9.70697,4.30349,-2.67546
0,2.41359,9.70686,4.29632,-2.67385
0,2.52197,9.70674,4.28554,-2.67148
0,2.54566,9.70673,4.27839,-2.6699
0,2.47605,9.70678,4.27129,-2.6682
0,2.40239,9.70687,4.26421,-2.66652
0,2.36804,9.70701,4.25715,-2.66511
0,2.45913,9.7072,4.25005,-2.66388
0,2.46373,9.70736,4.24294,-2.66246
0,2.45716,9.70753,4.23575,-2.66086
0,2.42226,9.70769,4.22855,-2.65912
0,2.40263,9.70781,4.22135,-2.65742
0,2.49461,9.70789,4.21416,-2.65588
0,2.46003,9.70798,4.207,-2.65438
0,2.38082,9.70816,4.1999,-2.65278
0,2.4021,9.70857,4.18952,-2.65026
0,2.40874,9.70894,4.1827,-2.64849
0,2.42606,9.70929,4.17591,-2.64669
0,2.45752,9.7096,4.16912,-2.64483
0,2.44835,9.7098,4.16225,-2.64285
0,2.42586,9.70988,4.15537,-2.64085
0,2.42905,9.70988,4.14854,-2.63907
0,2.38459,9.70981,4.14177,-2.63762
0,2.35146,9.70972,4.13512,-2.63616
0,2.41961,9.70969,4.1286,-2.63457
0,2.41097,9.70963,4.12218,-2.633
0,2.44014,9.7095,4.11582,-2.63145
0,2.3609,9.70929,4.10961,-2.63006
0,2.35246,9.70882,4.10046,-2.62808
0,2.3311,9.70846,4.09459,-2.62661
0,2.38907,9.70805,4.08896,-2.62516
0,2.32722,9.70761,4.08343,-2.62396
0,2.49757,9.70716,4.07807,-2.62297
0,2.35056,9.70668,4.07282,-2.62204
0,2.34484,9.70622,4.06777,-2.62113
0,2.34073,9.70577,4.06298,-2.62042
0,2.34876,9.70535,4.05853,-2.62004
0,2.34071,9.70498,4.05437,-2.62008
0,2.37368,9.70462,4.05066,-2.62036
0,2.37563,9.70432,4.04718,-2.62068
0,2.46101,9.70397,4.04244,-2.62116
0,2.37875,9.70382,4.03949,-2.62143
0,2.37655,9.70374,4.03666,-2.62152
0,2.40024,9.70373,4.0339,-2.62124
0,2.34958,9.70379,4.03122,-2.6205
0,2.39567,9.70395,4.02881,-2.61954
0,2.37585,9.70419,4.02664,-2.61855
0,2.47638,9.70454,4.02471,-2.6173
0,2.36803,9.70493,4.02283,-2.61571
0,2.37821,9.70533,4.02084,-2.61373
0,2.32927,9.70572,4.01878,-2.61163
0,2.41594,9.70607,4.01661,-2.60946
0,2.40421,9.70671,4.01358,-2.60607
0,2.39073,9.70714,4.0116,-2.60393
0,2.34238,9.7077,4.00967,-2.60181
0,2.42915,9.7083,4.00767,-2.59968
0,2.41587,9.70891,4.00553,-2.59757
0,2.36403,9.70954,4.00328,-2.59538
0,2.39217,9.71018,4.0009,-2.59301
0,2.3734,9.71082,3.99838,-2.59034
0,2.36252,9.71141,3.9958,-2.58738
0,2.34974,9.71196,3.99308,-2.58438
0,2.33811,9.71249,3.99008,-2.58148
0,2.41968,9.71305,3.98688,-2.57865
0,2.35063,9.7136,3.98359,-2.57588
0,2.31947,9.71445,3.97869,-2.57144
0,2.38286,9.71505,3.97546,-2.56815
0,2.41732,9.71568,3.97214,-2.56457
0,2.33563,9.71646,3.96876,-2.56085
0,2.32602,9.71728,3.96515,-2.55712
0,2.30378,9.71816,3.96139,-2.5536
0,2.44307,9.71912,3.95737,-2.55043
0,2.32822,9.72015,3.95325,-2.54755
0,2.25522,9.72125,3.94918,-2.54496
0,2.29025,9.72244,3.94512,-2.54262
0,2.35475,9.72374,3.94116,-2.54056
0,2.3454,9.72514,3.93719,-2.5386
0,2.27314,9.72663,3.93301,-2.53667
0,2.30785,9.72818,3.92876,-2.53459
0,2.3369,9.73064,3.92241,-2.53105
0,2.33721,9.73236,3.91827,-2.52839
0,2.28794,9.73412,3.91423,-2.52549
0,2.24236,9.73589,3.9102,-2.52254
0,2.25482,9.73765,3.90621,-2.51983
0,2.32129,9.73944,3.90207,-2.51749
0,2.46901,9.74128,3.89792,-2.51544
0,2.37646,9.7432,3.89378,-2.51337
0,2.28201,9.74517,3.88963,-2.51106
0,2.29478,9.7472,3.88552,-2.50836
0,2.30233,9.74926,3.88138,-2.5052
0,2.38214,9.75129,3.8773,-2.5016
0,2.25088,9.75331,3.87329,-2.49766
0,2.25345,9.75637,3.86735,-2.49169
0,2.24436,9.75843,3.8634,-2.488
0,2.28651,9.7605,3.85943,-2.48473
0,2.29597,9.76258,3.85535,-2.48197
0,2.2446,9.76469,3.85117,-2.47966
0,2.18226,9.76681,3.84693,-2.47755
0,2.1786,9.76904,3.84286,-2.47538
0,2.31974,9.77123,3.83881,-2.47317
0,2.34953,9.77336,3.83482,-2.47096
0,2.26261,9.77544,3.83083,-2.46879
0,2.19085,9.7775,3.82677,-2.46658
0,2.24907,9.77958,3.8226,-2.46452
0,2.23595,9.78167,3.81829,-2.4626
0,2.22769,9.78381,3.81385,-2.46059
0,2.19042,9.78694,3.80726,-2.45713
0,2.28289,9.789,3.80277,-2.4544
0,2.2796,9.79101,3.79824,-2.45137
0,2.23737,9.79298,3.79362,-2.44809
0,2.3658,9.79492,3.78886,-2.4446
0,2.31516,9.79678,3.78394,-2.44099
0,2.2437,9.79852,3.77888,-2.43731
0,2.28,9.80013,3.77384,-2.43361
0,2.24053,9.80165,3.76871,-2.43004
0,2.20094,9.80311,3.76349,-2.42658
0,2.22768,9.80448,3.75819,-2.42307
0,2.1887,9.80582,3.75273,-2.41958
0,2.18274,9.80707,3.74714,-2.41612
0,2.22953,9.80874,3.73862,-2.4113
0,2.2188,9.8098,3.73288,-2.4084
0,2.16542,9.81073,3.72717,-2.40586
0,2.26924,9.81158,3.72139,-2.40362
0,2.29528,9.81234,3.7156,-2.40151
0,2.22967,9.813,3.7097,-2.39929
0,2.27747,9.81355,3.7037,-2.39689
0,2.21421,9.81404,3.69768,-2.39434
0,2.25057,9.81445,3.69166,-2.39178
0,2.20602,9.8148,3.6857,-2.38926
0,2.22257,9.81501,3.67977,-2.38676
0,2.32907,9.8151,3.6738,-2.38444
0,2.17198,9.81511,3.66781,-2.38248
0,2.10742,9.81506,3.65876,-2.38015
0,2.18979,9.81504,3.65274,-2.37859
0,2.1814,9.81508,3.64679,-2.37697
0,2.20235,9.81505,3.64094,-2.37541
0,2.22818,9.81497,3.63514,-2.37396
0,2.14513,9.81487,3.62931,-2.37256
0,2.32871,9.81477,3.62341,-2.37104
0,2.22917,9.81468,3.61741,-2.36931
0,2.20957,9.81458,3.61131,-2.36729
0,2.18322,9.81446,3.60516,-2.36497
0,2.18475,9.8143,3.59899,-2.36257
0,2.1934,9.81408,3.59287,-2.36025
0,2.10176,9.81382,3.58686,-2.35793
0,2.13283,9.81351,3.57778,-2.3546
0,2.06061,9.81338,3.57165,-2.35236
0,2.20797,9.81325,3.56547,-2.35002
0,2.17778,9.81311,3.55922,-2.34769
0,2.17961,9.81292,3.55296,-2.3454
0,2.20423,9.81274,3.54677,-2.34308
0,2.05466,9.8126,3.54058,-2.34074
0,2.21797,9.81247,3.53441,-2.33861
0,2.09628,9.8124,3.52821,-2.3369
0,2.19741,9.81236,3.52195,-2.33555
0,2.06235,9.81232,3.51572,-2.3344
0,2.16078,9.81229,3.50954,-2.33336
0,2.16076,9.81225,3.50352,-2.33233
0,2.11547,9.81213,3.49492,-2.33028
0,2.20105,9.81195,3.48949,-2.32877
0,2.22341,9.81166,3.48411,-2.32728
0,2.09628,9.81135,3.47868,-2.32567
0,2.06806,9.81105,3.4734,-2.32396
0,2.24619,9.81084,3.46819,-2.3222
0,2.11722,9.81066,3.4631,-2.32029
0,2.06365,9.8105,3.45811,-2.31832
0,2.09071,9.81024,3.45343,-2.31641
0,2.09422,9.80995,3.44888,-2.3146
0,2.11454,9.80962,3.44455,-2.31294
0,2.23481,9.80927,3.4403,-2.31153
0,2.11049,9.80888,3.43628,-2.31039
0,2.08618,9.80828,3.43048,-2.30892
0,2.17511,9.80786,3.42678,-2.30785
0,2.02411,9.80749,3.42337,-2.30668
0,2.20232,9.80706,3.41984,-2.3054
0,2.17388,9.80656,3.41621,-2.30419
0,2.1165,9.80601,3.41243,-2.30317
0,2.15926,9.8055,3.40856,-2.30204
0,2.16686,9.80509,3.40467,-2.30069
0,2.2228,9.80465,3.40065,-2.2992
0,2.12729,9.80418,3.39653,-2.29772
0,2.10853,9.80365,3.39239,-2.29625
0,2.093,9.80307,3.38813,-2.29498
0,2.0571,9.80254,3.38372,-2.29401
0,2.1424,9.80173,3.37665,-2.29266
0,2.21283,9.8012,3.37158,-2.29182
0,2.06255,9.80063,3.36631,-2.29107
0,2.15484,9.80002,3.36083,-2.29054
0,2.1358,9.79937,3.35513,-2.29022
0,2.17984,9.79866,3.34928,-2.29009
0,2.0728,9.79793,3.34327,-2.29007
0,2.07999,9.79722,3.33713,-2.28986
0,2.09677,9.79651,3.33091,-2.28933
0,2.09513,9.79583,3.32458,-2.28838
0,2.05023,9.79516,3.31801,-2.28701
0,2.18925,9.79454,3.3111,-2.28509
0,2.02491,9.7936,3.30059,-2.28133
0,2.07619,9.79293,3.29334,-2.27835
0,2.16555,9.79223,3.28594,-2.27521
0,2.01994,9.79154,3.27841,-2.27202
0,2.25694,9.79087,3.2708,-2.26882
0,2.10097,9.79036,3.26318,-2.26579
0,2.06808,9.78997,3.2555,-2.26305
0,2.06827,9.78959,3.24775,-2.26053
0,2.04271,9.78922,3.23977,-2.25812
0,2.29592,9.78888,3.23152,-2.25577
0,2.09408,9.78855,3.22297,-2.25364
0,2.03701,9.78822,3.2143,-2.25169
0,2.20257,9.78792,3.20552,-2.24977
0,2.16133,9.78762,3.19668,-2.24794
0,2.18022,9.78724,3.18316,-2.24533
0,1.97859,9.78702,3.17407,-2.2435
0,2.00146,9.78685,3.16492,-2.24166
0,2.07732,9.78672,3.15571,-2.23977
0,2.01057,9.78665,3.14635,-2.23764
0,2.13863,9.78664,3.13683,-2.23534
0,2.18401,9.7867,3.12704,-2.2331
0,2.08356,9.78683,3.11708,-2.23081
0,1.98017,9.78706,3.10693,-2.22842
0,2.00943,9.7874,3.09676,-2.22609
0,2.12129,9.78781,3.08659,-2.22369
0,2.03475,9.78831,3.07634,-2.22114
0,2.08539,9.78887,3.06603,-2.21837
0,2.00209,9.7899,3.05027,-2.2139
0,2.06301,9.79063,3.03971,-2.21076
0,2.0319,9.7914,3.02919,-2.20774
0,1.93227,9.7922,3.01879,-2.20479
0,1.97261,9.79303,3.0084,-2.2017
0,1.99722,9.79395,2.99798,-2.19835
0,1.92755,9.79494,2.98755,-2.19478
0,1.91355,9.79603,2.97709,-2.1913
0,1.95271,9.79719,2.96656,-2.18792
0,2.0651,9.79837,2.95597,-2.18459
0,1.92979,9.79961,2.9454,-2.18119
0,2.03546,9.80091,2.93486,-2.1777
0,1.95961,9.80223,2.92442,-2.17432
0,2.0274,9.80357,2.91411,-2.17123
0,1.86762,9.80561,2.89871,-2.16682
0,1.89507,9.80699,2.88841,-2.16399
0,2.00743,9.80837,2.87806,-2.16111
0,1.90872,9.80976,2.86763,-2.15803
0,1.91046,9.81122,2.85733,-2.15474
0,1.90331,9.81269,2.84697,-2.15122
0,1.91844,9.81418,2.83658,-2.14754
0,1.95736,9.81565,2.82619,-2.14392
0,1.89957,9.81713,2.8158,-2.1404
0,1.87238,9.81858,2.80547,-2.13696
0,1.88314,9.82006,2.79527,-2.13363
0,1.91381,9.82158,2.78522,-2.13044
0,1.9371,9.82316,2.77542,-2.1274
0,1.91904,9.82549,2.7609,-2.123
0,1.92565,9.82695,2.75128,-2.12012
0,1.8828,9.82832,2.74163,-2.11734
0,1.92129,9.82962,2.73207,-2.1147
0,1.92011,9.83091,2.72251,-2.11215
0,1.9072,9.83221,2.71307,-2.10956
0,1.89256,9.83347,2.70397,-2.10688
0,1.84598,9.83466,2.69502,-2.10431
0,1.82071,9.83575,2.6862,-2.10203
0,1.85325,9.8368,2.67756,-2.09999
0,1.88102,9.83784,2.66908,-2.09796
0,1.85821,9.83884,2.66071,-2.0958
0,1.80139,9.84026,2.64846,-2.09234
0,1.81351,9.84116,2.6405,-2.0901
0,1.85565,9.84201,2.63268,-2.08803
0,1.82058,9.84284,2.62492,-2.08594
0,1.82652,9.84362,2.61723,-2.08361
0,1.78428,9.8443,2.60962,-2.08099
0,1.82954,9.84487,2.6021,-2.0783
0,1.83607,9.8453,2.59462,-2.07576
0,1.89097,9.84562,2.58718,-2.07355
0,1.80087,9.84596,2.57978,-2.07166
0,1.81989,9.84641,2.57242,-2.06992
0,1.83729,9.84683,2.56517,-2.06838
0,1.82424,9.84743,2.55446,-2.06648
0,1.89388,9.84776,2.54736,-2.06517
0,1.7783,9.84802,2.54029,-2.06365
0,1.81492,9.84823,2.53325,-2.06191
0,1.79585,9.84838,2.52629,-2.06007
0,1.76424,9.84846,2.5194,-2.0583
0,1.76903,9.84849,2.51255,-2.05657
0,1.83494,9.84845,2.50578,-2.05479
0,1.80785,9.84835,2.49908,-2.05293
0,1.77046,9.84819,2.4924,-2.05103
0,1.80217,9.84801,2.48565,-2.04912
0,1.78648,9.8478,2.47885,-2.04735
0,1.85125,9.84761,2.47201,-2.04583
0,1.84244,9.8474,2.46521,-2.04443
0,1.79001,9.84705,2.45527,-2.04229
0,1.7495,9.84679,2.44871,-2.04077
0,1.9857,9.84653,2.44216,-2.03927
0,1.80886,9.84625,2.43556,-2.03784
0,1.76117,9.84594,2.42894,-2.03655
0,1.77434,9.84565,2.4224,-2.03544
0,1.80632,9.84537,2.41592,-2.03447
0,1.76414,9.84502,2.40944,-2.03376
0,1.80093,9.84462,2.40282,-2.0332
0,1.7955,9.8442,2.39605,-2.0327
0,1.80786,9.84378,2.38917,-2.03244
0,1.7671,9.84335,2.38222,-2.03251
0,1.73756,9.84294,2.37538,-2.03291
0,1.73802,9.8424,2.36528,-2.034
0,1.77651,9.84205,2.35858,-2.03501
0,1.85639,9.8417,2.35183,-2.0361
0,1.82636,9.84135,2.34507,-2.03701
0,1.86405,9.84101,2.33823,-2.03769
0,1.88356,9.84069,2.33142,-2.0382
0,1.8246,9.84039,2.32453,-2.03869
0,1.77647,9.84011,2.31754,-2.0391
0,1.94876,9.83992,2.31063,-2.03941
0,1.75288,9.83976,2.30369,-2.03992
0,1.81895,9.83964,2.29682,-2.04066
0,1.84108,9.83958,2.29006,-2.04126
0,1.87873,9.83955,2.28341,-2.04172
0,1.83985,9.83951,2.27684,-2.04198
0,1.74216,9.83942,2.26706,-2.04187
0,1.85046,9.83944,2.26059,-2.04146
0,1.79774,9.83951,2.25412,-2.04072
0,1.9217,9.83956,2.2476,-2.03982
0,1.78982,9.83964,2.2411,-2.03885
0,1.75476,9.83969,2.23465,-2.03775
0,1.88166,9.83966,2.22815,-2.03643
0,1.7537,9.83961,2.22172,-2.03484
0,1.74862,9.83951,2.21533,-2.03309
0,1.82618,9.83943,2.20916,-2.0312
0,1.86793,9.83933,2.20297,-2.02927
0,1.82856,9.83911,2.19675,-2.02724
0,1.95696,9.83877,2.19045,-2.02526
0,1.7506,9.83803,2.18096,-2.02265
0,1.85932,9.83743,2.17461,-2.02084
0,1.7374,9.83678,2.16832,-2.01893
0,1.821,9.83588,2.16203,-2.01712
0,1.78604,9.83488,2.1558,-2.01553
0,1.76881,9.83382,2.14971,-2.01414
0,1.73051,9.8327,2.14367,-2.01279
0,1.73635,9.83156,2.13768,-2.01124
0,1.88401,9.8304,2.13173,-2.00938
0,1.77495,9.8292,2.12586,-2.00731
0,1.74141,9.828,2.12007,-2.00503
0,1.76229,9.8268,2.11457,-2.00274
0,1.71589,9.82561,2.10913,-2.00051
0,1.80666,9.82381,2.10106,-1.99709
0,1.79331,9.82266,2.09571,-1.99472
0,1.80272,9.82153,2.0905,-1.99232
0,1.711,9.8204,2.08542,-1.98981
0,1.71665,9.81924,2.08039,-1.98707
0,1.77114,9.8181,2.07539,-1.98404
0,1.77282,9.81701,2.07036,-1.98064
0,1.79569,9.81599,2.06519,-1.97698
0,1.69404,9.81505,2.06,-1.97314
0,1.73939,9.8141,2.05482,-1.96918
0,1.68626,9.81315,2.04969,-1.96509
0,1.66953,9.81218,2.04456,-1.96113
0,1.72731,9.81124,2.03941,-1.95748
0,1.81113,9.80998,2.03165,-1.95224
0,1.80794,9.8091,2.02641,-1.94886
0,1.75442,9.80815,2.02111,-1.94555
0,1.67082,9.80715,2.01575,-1.94218
0,1.68251,9.8061,2.01032,-1.93884
0,1.66934,9.80506,2.00481,-1.93574
0,1.71204,9.80406,1.99928,-1.9329
0,1.75664,9.80313,1.99381,-1.93025
0,1.64018,9.80225,1.98841,-1.92782
0,1.66431,9.80136,1.98302,-1.92561
0,1.71195,9.80047,1.97764,-1.92353
0,1.66831,9.79956,1.97216,-1.92134
0,1.69616,9.79865,1.96662,-1.91892
0,1.77718,9.79736,1.95829,-1.91503
0,1.76843,9.79655,1.95273,-1.91237
0,1.64228,9.79586,1.94729,-1.90976
0,1.67196,9.79517,1.94182,-1.90727
0,1.71562,9.7945,1.93638,-1.90498
0,1.65481,9.79389,1.93097,-1.90288
0,1.62495,9.79335,1.92556,-1.90073
0,1.60585,9.79285,1.92017,-1.89842
0,1.68733,9.79239,1.91474,-1.89591
0,1.79332,9.79199,1.90932,-1.89315
0,1.61321,9.79163,1.9039,-1.89013
0,1.80925,9.79125,1.89854,-1.88682
0,1.70604,9.79076,1.89323,-1.88318
0,1.59572,9.78981,1.88548,-1.87755
0,1.6931,9.78905,1.88042,-1.87405
0,1.59019,9.78838,1.87543,-1.87079
0,1.63542,9.78771,1.87054,-1.86775
0,1.61683,9.78706,1.86576,-1.86498
0,1.61904,9.78639,1.86093,-1.86245
0,1.57424,9.78561,1.85619,-1.86012
0,1.59273,9.78472,1.8515,-1.85787
0,1.66684,9.78376,1.84691,-1.85566
0,1.61061,9.7827,1.84248,-1.85366
0,1.57751,9.78156,1.83813,-1.8519
0,1.62189,9.78042,1.83398,-1.85023
0,1.68566,9.77924,1.83007,-1.84862
0,1.60495,9.77743,1.8246,-1.846
0,1.60343,9.77619,1.82117,-1.84398
0,1.79508,9.77498,1.81788,-1.84171
0,1.64902,9.77377,1.81458,-1.83922
0,1.55047,9.77257,1.81132,-1.83653
0,1.57385,9.7714,1.80821,-1.83364
0,1.58915,9.77026,1.80546,-1.83067
0,1.5548,9.76915,1.80282,-1.82764
0,1.65742,9.76807,1.80034,-1.82459
0,1.63857,9.76708,1.798,-1.82166
0,1.57662,9.76617,1.79579,-1.81881
0,1.75814,9.76537,1.79382,-1.81608
0,1.53922,9.76466,1.79205,-1.81356
0,1.61187,9.76378,1.78985,-1.8099
0,1.59182,9.76331,1.78856,-1.80731
0,1.5518,9.76286,1.78713,-1.80488
0,1.58734,9.76241,1.78553,-1.80258
0,1.64455,9.76196,1.7838,-1.80026
0,1.71804,9.76156,1.782,-1.79789
0,1.61763,9.7612,1.78005,-1.79548
0,1.70092,9.76098,1.77816,-1.79298
0,1.52104,9.76089,1.77636,-1.79037
0,1.63389,9.76084,1.77451,-1.78772
0,1.60527,9.76082,1.77269,-1.78524
0,1.50629,9.76083,1.77076,-1.78287
0,1.5983,9.76092,1.7674,-1.7797
0,1.57142,9.76102,1.76489,-1.77791
0,1.57312,9.76116,1.76208,-1.7765
0,1.64549,9.76137,1.75914,-1.77551
0,1.56253,9.76166,1.75617,-1.77473
0,1.55592,9.76198,1.75307,-1.77394
0,1.60739,9.76234,1.74988,-1.77328
0,1.63068,9.76273,1.74654,-1.77289
0,1.59681,9.76317,1.74313,-1.77263
0,1.5814,9.76364,1.73977,-1.77242
0,1.50864,9.76415,1.73639,-1.77213
0,1.59214,9.76469,1.73311,-1.77176
0,1.69868,9.76527,1.72978,-1.77134
0,1.60587,9.76627,1.72449,-1.77021
0,1.54338,9.76701,1.72083,-1.76916
0,1.59911,9.76777,1.71719,-1.76789
0,1.53444,9.76851,1.71364,-1.76623
0,1.69598,9.76926,1.71024,-1.76416
0,1.69258,9.77004,1.70701,-1.76173
0,1.55637,9.7709,1.70391,-1.75891
0,1.70829,9.77168,1.70082,-1.75597
0,1.53923,9.77228,1.69775,-1.75308
0,1.71249,9.77275,1.69475,-1.75031
0,1.57349,9.77302,1.69187,-1.74771
0,1.62021,9.77323,1.68914,-1.74527
0,1.5832,9.77344,1.68648,-1.74296
0,1.52639,9.7735,1.68391,-1.74071
0,1.4769,9.77344,1.67994,-1.73751
0,1.6361,9.77326,1.6772,-1.73548
0,1.63239,9.77294,1.67442,-1.73338
0,1.53899,9.77251,1.67167,-1.7312
0,1.63177,9.77187,1.66913,-1.72907
0,1.62773,9.77103,1.66681,-1.7271
0,1.61058,9.77008,1.66455,-1.72534
0,1.62116,9.76895,1.66231,-1.72389
0,1.72622,9.76779,1.65997,-1.72268
0,1.52145,9.76655,1.65749,-1.72147
0,1.56321,9.76524,1.65498,-1.7202
0,1.51321,9.76393,1.65244,-1.71906
0,1.72706,9.76258,1.64989,-1.71804
0,1.5474,9.76057,1.64598,-1.7165
0,1.81202,9.75931,1.64336,-1.71538
0,1.56223,9.75807,1.64066,-1.7141
0,1.57689,9.75686,1.63794,-1.71252
0,1.51194,9.75569,1.63517,-1.71068
0,1.46225,9.75451,1.63232,-1.70875
0,1.68014,9.75333,1.62936,-1.70684
0,1.54136,9.75213,1.62632,-1.70509
0,1.61889,9.75095,1.6232,-1.70353
0,1.72865,9.74989,1.62012,-1.70229
0,1.63939,9.74884,1.61704,-1.70123
0,1.5346,9.7479,1.61392,-1.70016
0,1.54843,9.74698,1.61082,-1.69901
0,1.59562,9.74572,1.60611,-1.69706
0,1.54612,9.7449,1.60299,-1.69535
0,1.54218,9.744,1.59983,-1.69349
0,1.60262,9.74299,1.59676,-1.69158
0,1.49154,9.74191,1.59369,-1.68962
0,1.68728,9.74074,1.5906,-1.68754
0,1.75914,9.73951,1.58755,-1.68531
0,1.64042,9.73834,1.58455,-1.68291
0,1.56706,9.73721,1.58162,-1.68042
0,1.64839,9.73607,1.5787,-1.6781
0,1.49621,9.73498,1.57583,-1.67602
0,1.6034,9.73387,1.5731,-1.67401
0,1.56647,9.73278,1.57041,-1.67203
0,1.4583,9.73104,1.56648,-1.66912
0,1.58773,9.72974,1.56389,-1.66727
0,1.67827,9.72831,1.56128,-1.6657
0,1.51405,9.72685,1.55864,-1.66454
0,1.45906,9.72542,1.55599,-1.66368
0,1.55608,9.72398,1.55336,-1.66295
0,1.74391,9.72256,1.55076,-1.6623
0,1.54199,9.7211,1.54816,-1.66185
0,1.58956,9.71959,1.54553,-1.66174
0,1.48283,9.71805,1.54293,-1.66194
0,1.64599,9.71653,1.54032,-1.66234
0,1.67711,9.71508,1.53769,-1.66268
0,1.66867,9.71307,1.53367,-1.66303
0,1.56694,9.71178,1.53093,-1.66314
0,1.55784,9.71042,1.52813,-1.66311
0,1.53606,9.70896,1.52531,-1.66283
0,1.65419,9.7074,1.52245,-1.6624
0,1.60789,9.70575,1.51956,-1.66194
0,1.48984,9.70412,1.51662,-1.66148
