Time,X,Y,Z
1.2723e-05,0.0164982,0.0459013,-4.9891
0.0165919,0.0162027,0.0456613,-4.98917
0.0332597,0.0157192,0.0453572,-4.98928
0.0499266,0.0153664,0.0451951,-4.98936
0.0665909,0.014996,0.0450591,-4.98943
0.0832579,0.0146031,0.0449504,-4.98943
0.0999252,0.0141805,0.0448569,-4.98892
0.116589,0.0137347,0.0447719,-4.98742
0.133256,0.0135021,0.0444205,-4.9847
0.149924,0.0133115,0.0440897,-4.98062
0.166587,0.0131982,0.043803,-4.97519
0.183247,0.0132307,0.0435846,-4.96849
0.199919,0.0133318,0.0434601,-4.96065
0.216582,0.0133918,0.0434175,-4.95177
0.23325,0.0136133,0.0435094,-4.94196
0.249922,0.0138224,0.0436714,-4.93141
0.2666,0.0146583,0.0437666,-4.91433
0.283256,0.0155006,0.0440325,-4.90235
0.299921,0.0169413,0.0447253,-4.88989
0.316596,0.0188176,0.0456884,-4.87716
0.333256,0.0212794,0.0470176,-4.86417
0.34993,0.024625,0.0490099,-4.85081
0.366588,0.0287665,0.0515406,-4.83724
0.383254,0.034226,0.0547576,-4.82331
0.399924,0.0406636,0.0587043,-4.8092
0.416589,0.0481873,0.0634855,-4.79483
0.433254,0.0569363,0.0693284,-4.78012
0.449922,0.066902,0.0761809,-4.76514
0.466592,0.0781833,0.0842237,-4.74983
0.483206,0.0975948,0.0984425,-4.72627
0.499912,0.112373,0.109565,-4.71011
0.516585,0.128647,0.122002,-4.69361
0.53325,0.146369,0.135812,-4.67673
0.549922,0.165551,0.151041,-4.65951
0.566586,0.186225,0.167719,-4.64193
0.583248,0.208403,0.185851,-4.62403
0.599921,0.23208,0.205451,-4.60572
0.616591,0.257284,0.226561,-4.58699
0.633256,0.284041,0.249245,-4.56792
0.649924,0.312354,0.273565,-4.54845
0.666584,0.342165,0.299351,-4.52864
0.683254,0.373457,0.326655,-4.50845
0.699914,0.423232,0.370447,-4.47747
0.716588,0.458289,0.401512,-4.4564
0.733248,0.494859,0.434117,-4.43495
0.749914,0.532895,0.468296,-4.41321
0.766584,0.572377,0.504124,-4.3911
0.783247,0.613323,0.541386,-4.36872
0.799924,0.655683,0.58013,-4.346
0.816583,0.699449,0.620341,-4.32289
0.833245,0.744619,0.66192,-4.29952
0.84992,0.791167,0.704944,-4.27583
0.866581,0.839111,0.749316,-4.25189
0.883236,0.888327,0.795287,-4.22768
0.89992,0.938824,0.842864,-4.20321
0.916583,1.01704,0.916648,-4.16609
0.933253,1.07079,0.967562,-4.14098
0.949923,1.12579,1.0197,-4.11565
0.966586,1.18199,1.07315,-4.09006
0.983255,1.23944,1.12778,-4.06426
0.999921,1.29803,1.18365,-4.03821
1.01658,1.35742,1.24125,-4.01192
1.03325,1.41796,1.29993,-3.98543
1.04992,1.47955,1.35978,-3.95869
1.06659,1.54226,1.42067,-3.93178
1.08326,1.60599,1.48267,-3.9047
1.09992,1.67075,1.54578,-3.87745
1.11658,1.73655,1.60984,-3.85011
1.13325,1.83674,1.70855,-3.80888
1.14992,1.90463,1.77574,-3.78125
1.16659,1.97341,1.84389,-3.75349
1.18326,2.04314,1.91287,-3.72564
1.19988,2.11367,1.98273,-3.69769
1.21659,2.18501,2.05347,-3.66964
1.23325,2.2572,2.1249,-3.64151
1.24988,2.33013,2.19712,-3.61329
1.26659,2.40348,2.27064,-3.58502
1.28326,2.47747,2.34486,-3.55669
1.29992,2.55212,2.41979,-3.5283
1.31659,2.62749,2.49523,-3.49989
1.33325,2.70346,2.57129,-3.47145
1.34992,2.81865,2.68633,-3.4288
1.36659,2.89616,2.7637,-3.40041
1.38325,2.97369,2.84221,-3.37207
1.39991,3.05172,2.92117,-3.34377
1.41658,3.13024,3.00058,-3.31548
1.43325,3.20931,3.08023,-3.28721
1.44991,3.28879,3.16025,-3.25897
1.46658,3.36878,3.24045,-3.23076
1.48325,3.4491,3.32095,-3.20264
1.49991,3.52975,3.4017,-3.17457
1.51659,3.61007,3.48327,-3.14655
1.53325,3.69068,3.565,-3.11861
1.54991,3.77169,3.64673,-3.09073
1.56658,3.89365,3.76958,-3.04914
1.58325,3.9754,3.8514,-3.02153
1.59993,4.05732,3.93326,-2.99406
1.61658,4.13939,4.01515,-2.96668
1.63325,4.22131,4.09727,-2.93938
1.64992,4.30293,4.17974,-2.91219
1.66658,4.38478,4.26196,-2.88511
1.68325,4.46668,4.34404,-2.85823
1.69992,4.54858,4.42594,-2.83151
1.71658,4.6306,4.50748,-2.80492
1.73325,4.71258,4.58877,-2.77848
1.74992,4.79465,4.66963,-2.75213
1.76658,4.87597,4.75099,-2.72596
1.78325,4.99797,4.8723,-2.68691
1.79992,5.07924,4.95264,-2.66107
1.81658,5.16036,5.03258,-2.63533
1.83325,5.24145,5.11194,-2.60969
1.84992,5.32233,5.19084,-2.58414
1.86658,5.40314,5.2691,-2.55867
1.88325,5.48325,5.34721,-2.5334
1.89991,5.56266,5.42509,-2.50847
1.91658,5.64192,5.50217,-2.48389
1.93326,5.72084,5.57856,-2.45978
1.94992,5.79955,5.65406,-2.43619
1.96659,5.87785,5.72878,-2.41325
1.98325,5.95574,5.80268,-2.39098
1.99987,6.07198,5.91171,-2.35892
2.01659,6.14812,5.98399,-2.33853
2.03326,6.22391,6.0552,-2.31897
2.04992,6.29915,6.12542,-2.30028
2.06656,6.37399,6.19449,-2.2825
2.08326,6.44821,6.26252,-2.26567
2.09993,6.52178,6.32944,-2.24981
2.11659,6.59484,6.39512,-2.23496
2.13325,6.66676,6.45999,-2.22106
2.14992,6.73771,6.52392,-2.20809
2.16658,6.80794,6.58668,-2.196
2.18325,6.87744,6.6483,-2.18475
2.19992,6.9464,6.70866,-2.17432
2.21658,7.04851,6.79702,-2.16017
2.23325,7.1158,6.8544,-2.15168
2.24991,7.18229,6.91061,-2.14395
2.26658,7.24742,6.96623,-2.13699
2.28325,7.31178,7.02066,-2.13072
2.29991,7.37537,7.0739,-2.12511
2.31658,7.43834,7.12586,-2.1202
2.33325,7.5005,7.17661,-2.11604
2.34992,7.56202,7.22608,-2.11259
2.36659,7.62271,7.27438,-2.10976
2.38325,7.68217,7.32179,-2.10752
2.39991,7.74061,7.36825,-2.10585
2.41658,7.79827,7.41355,-2.10471
2.43326,7.88355,7.47926,-2.10398
2.44992,7.93946,7.52164,-2.10415
2.46659,7.99477,7.56281,-2.10482
2.48325,8.04927,7.60286,-2.10594
2.49992,8.10297,7.64181,-2.1075
2.51659,8.15535,7.68011,-2.10951
2.53325,8.20696,7.71728,-2.11194
2.54993,8.25795,7.75327,-2.1148
2.56659,8.30816,7.78818,-2.11804
2.58326,8.35759,7.822,-2.12164
2.59993,8.4064,7.85468,-2.12558
2.61659,8.45443,7.88631,-2.12984
2.63326,8.50185,7.91681,-2.13444
2.64992,8.54785,7.94678,-2.13941
2.66658,8.61558,7.98972,-2.14744
2.68325,8.65987,8.01702,-2.15314
2.6999,8.70341,8.04329,-2.1591
2.71658,8.74634,8.06849,-2.16533
2.73325,8.78854,8.09269,-2.1718
2.74992,8.83014,8.11585,-2.17849
2.76659,8.87046,8.13851,-2.18541
2.78325,8.91006,8.16017,-2.19253
2.79991,8.94906,8.18081,-2.19981
2.81659,8.98734,8.20049,-2.20723
2.83325,9.02504,8.21917,-2.21478
2.84991,9.06204,8.23693,-2.22245
2.86659,9.09834,8.25377,-2.23026
