Time,X,Y,Z
1.089e-05,0.00933237,0.0481273,-4.99017
0.0166384,0.00917902,0.0479648,-4.99026
0.0333021,0.00900711,0.0478275,-4.99034
0.0499697,0.008815,0.047718,-4.99042
0.0666325,0.00860436,0.0476345,-4.9905
0.0833068,0.00837884,0.0475714,-4.99057
0.0999707,0.00799524,0.0475079,-4.99005
0.116631,0.00774312,0.0473493,-4.98857
0.133303,0.00752911,0.0470796,-4.98587
0.149969,0.00737291,0.0468263,-4.98184
0.166637,0.00732431,0.0466158,-4.97648
0.183304,0.00738198,0.0464715,-4.96986
0.19997,0.00756817,0.0464129,-4.96205
0.216639,0.00775947,0.0464288,-4.9532
0.233302,0.00818394,0.0466098,-4.94342
0.249973,0.00870958,0.0465046,-4.93296
0.26664,0.00929961,0.0464871,-4.92191
0.283306,0.0103411,0.0467738,-4.91029
0.299971,0.0116524,0.0472433,-4.89827
0.316644,0.0135994,0.0481705,-4.88574
0.333305,0.0174586,0.050136,-4.8665
0.349972,0.0211301,0.0522669,-4.85325
0.36664,0.0256942,0.0548243,-4.8398
0.383309,0.0313036,0.0579536,-4.82616
0.399974,0.0380609,0.0620235,-4.81218
0.416644,0.0459126,0.0669165,-4.79794
0.433311,0.0550033,0.0728622,-4.78333
0.449926,0.0653205,0.0798001,-4.76846
0.466638,0.0769477,0.0878308,-4.75328
0.483305,0.0899425,0.097097,-4.73773
0.499979,0.104384,0.107556,-4.72178
0.516639,0.120339,0.119335,-4.70545
0.533309,0.137757,0.132475,-4.68881
0.549973,0.166723,0.154848,-4.66324
0.566646,0.187957,0.171565,-4.64579
0.583315,0.210773,0.189762,-4.62795
0.599974,0.235125,0.209418,-4.60979
0.616645,0.261093,0.230665,-4.59122
0.633313,0.288664,0.253484,-4.57231
0.649974,0.317777,0.277839,-4.55307
0.666634,0.348454,0.303727,-4.53345
0.683313,0.380636,0.33105,-4.51348
0.699975,0.414347,0.359885,-4.49312
0.716635,0.449586,0.390192,-4.47247
0.733302,0.486356,0.422034,-4.4515
0.749973,0.524714,0.45558,-4.43023
0.766635,0.58508,0.508781,-4.39776
0.7833,0.627182,0.546105,-4.37565
0.799963,0.670715,0.584807,-4.35324
0.81664,0.715688,0.624972,-4.33051
0.833301,0.762089,0.666498,-4.3075
0.850008,0.809859,0.709404,-4.28413
0.866633,0.859034,0.753839,-4.26041
0.883308,0.909586,0.79971,-4.23645
0.899932,0.961458,0.846942,-4.21218
0.916634,1.01468,0.895455,-4.1877
0.933301,1.06921,0.945311,-4.16301
0.949972,1.12505,0.996521,-4.1381
0.966635,1.18221,1.04897,-4.11307
0.983306,1.27028,1.13004,-4.07515
0.999965,1.33033,1.186,-4.04966
1.01663,1.39157,1.24321,-4.02399
1.03331,1.454,1.30151,-3.99817
1.04997,1.51753,1.36096,-3.9721
1.06664,1.58219,1.42159,-3.9459
1.08331,1.64799,1.48325,-3.91967
1.09998,1.71485,1.54601,-3.89329
1.11659,1.78281,1.60972,-3.86681
1.13331,1.85152,1.67504,-3.84021
1.14997,1.9212,1.74137,-3.81342
1.16664,1.99182,1.80854,-3.78647
1.1833,2.06332,1.87663,-3.75934
1.19997,2.13573,1.9455,-3.73208
1.21664,2.24589,2.05044,-3.69095
1.23331,2.32039,2.1213,-3.6634
1.24997,2.39533,2.19358,-3.63577
1.26663,2.47104,2.26664,-3.60804
1.2833,2.54753,2.3403,-3.58027
1.29998,2.62473,2.41466,-3.55243
1.31664,2.70267,2.48956,-3.52453
1.3333,2.78123,2.56507,-3.49655
1.34997,2.8604,2.64119,-3.46849
1.36663,2.94019,2.71773,-3.44044
1.38331,3.02017,2.79543,-3.41242
1.39997,3.10072,2.87349,-3.3844
1.41663,3.18173,2.95199,-3.35641
1.4333,3.30422,3.07046,-3.31442
1.44997,3.38646,3.14984,-3.2865
1.46664,3.46912,3.22958,-3.25863
1.48331,3.55224,3.30948,-3.23085
1.49997,3.63545,3.38997,-3.20314
1.51664,3.71882,3.47088,-3.17547
1.5333,3.80245,3.55198,-3.14788
1.54997,3.88632,3.63327,-3.12038
1.56664,3.97048,3.71455,-3.09299
