Time,Pos_X,Output_X
1.529e-06,0.0305116,8
0.0165972,0.0302509,0.402347
0.0332567,0.0299943,0.415344
0.0499196,0.0297415,0.428354
0.0665851,0.0294924,0.441369
0.0832526,0.0292472,0.454385
0.0999263,0.0289872,0.467528
0.116592,0.0287193,0.480632
0.133254,0.0285047,0.493346
0.149927,0.0284208,0.505554
0.166591,0.0285639,0.517086
0.183252,0.0288189,0.529259
0.199923,0.0291515,0.54161
0.216586,0.0294758,0.554469
0.233253,0.0298962,0.566664
0.249923,0.0303542,0.57919
0.266585,0.0309249,0.591204
0.283253,0.0316613,0.602835
0.29987,0.0325484,0.614425
0.316543,0.0336093,0.625875
0.333207,0.0348435,0.637211
0.349875,0.0363974,0.647535
0.366586,0.0381326,0.658649
0.383255,0.041087,0.662934
0.39995,0.0432874,0.679391
0.416588,0.0456778,0.689964
0.433256,0.0482497,0.700583
0.449924,0.0510079,0.711031
0.466543,0.0539104,0.721554
0.483254,0.05695,0.732241
0.499919,0.0601764,0.742328
0.516587,0.0635822,0.752405
0.533259,0.0671695,0.762353
0.549921,0.0709394,0.772142
0.566537,0.0748835,0.781779
0.583257,0.0790067,0.791553
0.59987,0.0854272,0.787193
0.616586,0.0899322,0.809291
0.633259,0.0946117,0.818411
0.64992,0.099467,0.827426
0.666585,0.1045,0.836328
0.683252,0.109702,0.845146
0.699936,0.115076,0.853844
0.716588,0.120604,0.86239
0.73327,0.126287,0.870957
0.749922,0.132141,0.87912
0.76659,0.138155,0.887321
0.783251,0.144334,0.895286
0.799922,0.150671,0.903202
0.81659,0.157169,0.910908
0.833256,0.167214,0.896777
0.849917,0.174025,0.924491
0.866537,0.180998,0.93157
0.883253,0.188119,0.938983
0.899946,0.195393,0.945883
0.916586,0.202811,0.952581
0.933208,0.210376,0.959177
0.949869,0.218087,0.965785
0.966541,0.226013,0.971735
0.983254,0.234154,0.977606
0.999931,0.242414,0.983648
1.01659,0.250798,0.989534
1.03325,0.259305,0.995334
1.04987,0.267922,1.00088
1.06659,0.281064,0.97854
1.08326,0.289959,1.0098
1.09992,0.298935,1.0151
1.11659,0.308009,1.02017
1.13325,0.317186,1.02505
1.14992,0.326464,1.02979
1.16659,0.335828,1.03442
1.18325,0.345286,1.03889
1.19994,0.354823,1.04335
1.21659,0.364443,1.04736
1.23325,0.374174,1.05129
1.24992,0.38397,1.05528
1.26659,0.393839,1.05903
1.28325,0.408759,1.03074
1.29992,0.418785,1.06391
1.31654,0.428862,1.06706
1.33325,0.438993,1.0706
1.34992,0.449174,1.07347
1.36659,0.459394,1.07642
1.38326,0.469656,1.07926
1.39992,0.47995,1.08187
1.41659,0.490277,1.08443
1.43325,0.500636,1.08682
1.44992,0.511012,1.08915
1.46659,0.52141,1.09132
1.48325,0.531801,1.09352
1.49992,0.54221,1.09544
1.51659,0.557843,1.06383
1.53326,0.568271,1.0967
1.54992,0.578703,1.09819
1.56659,0.589127,1.09963
1.58325,0.599546,1.1009
