Time,Pos_X,Output_X
7.71e-07,0.0397699,0.96023
0.0166184,0.0366381,0.963362
0.0332835,0.0320533,0.967947
0.0499508,0.0290739,0.970926
0.0666131,0.026154,0.973846
0.0832808,0.0232952,0.976705
0.0999515,0.0204947,0.979505
0.116619,0.0177605,0.982239
0.133285,0.0150752,0.984925
0.14995,0.0125287,0.987471
0.166613,0.0101621,0.989838
0.183282,0.00798313,0.992017
0.199952,0.00599863,0.994001
0.216617,0.00415554,0.995844
0.233284,0.0017457,0.998254
0.249951,0.000312215,0.999688
0.266615,-0.00087753,1.00088
0.283283,-0.00186759,1.00187
0.299943,-0.0026189,1.00262
0.316617,-0.00303916,1.00304
0.333285,-0.00316854,1.00317
0.349946,-0.00294287,1.00294
0.366622,-0.0023842,1.00238
0.383286,-0.00148816,1.00149
0.399957,-0.000204638,1.0002
0.41662,0.00146463,0.998535
0.433283,0.00352272,0.996477
0.449951,0.00735964,0.99264
0.466616,0.0104015,0.989598
0.483279,0.0138413,0.986159
0.499978,0.0176942,0.982306
0.516622,0.0219251,0.978075
0.533284,0.0265432,0.973457
0.549947,0.0315146,0.968485
0.566617,0.0368566,0.963143
0.583279,0.042566,0.957434
0.599951,0.0486001,0.9514
0.616628,0.0549803,0.94502
0.633291,0.0617362,0.938264
0.649954,0.068811,0.931189
0.666618,0.0761993,0.923801
0.683284,0.0838582,0.916142
0.699952,0.0958805,0.904119
0.71662,0.104216,0.895784
0.733286,0.112814,0.887186
0.749952,0.121678,0.878322
0.766619,0.130816,0.869184
0.783299,0.140181,0.859819
0.799954,0.149731,0.850269
0.816619,0.159483,0.840518
0.833288,0.1694,0.8306
0.849953,0.179495,0.820505
0.866626,0.189759,0.810241
0.883288,0.200166,0.799834
0.899952,0.210728,0.789272
0.916627,0.221398,0.778602
0.933288,0.237623,0.762377
0.94995,0.248542,0.751458
0.966623,0.259549,0.740451
0.983286,0.270634,0.729366
0.99995,0.281763,0.718237
1.01662,0.292947,0.707053
1.03329,0.304152,0.695848
1.0499,0.315387,0.684613
1.06662,0.326641,0.673359
1.08329,0.337884,0.662116
1.09995,0.349124,0.650876
1.11662,0.360332,0.639668
1.13329,0.371552,0.628448
1.14995,0.382769,0.617231
1.16662,0.39392,0.60608
1.18328,0.410526,0.589474
1.19995,0.421493,0.578507
1.21662,0.432375,0.567625
1.23329,0.443153,0.556847
1.24995,0.453826,0.546174
1.26662,0.464402,0.535598
1.28329,0.474846,0.525154
1.29995,0.485158,0.514842
1.31663,0.495323,0.504677
1.33329,0.50534,0.49466
1.34995,0.5152,0.4848
1.36662,0.524893,0.475107
1.38329,0.539036,0.460964
1.39999,0.543648,0.456352
1.41663,0.557214,0.442786
1.43329,0.566019,0.433981
1.44995,0.570349,0.429651
1.46662,0.583036,0.416964
1.48328,0.591236,0.408764
1.49995,0.599223,0.400777
1.51662,0.606989,0.393011
1.53329,0.614534,0.385466
1.54995,0.621851,0.378149
1.56662,0.628943,0.371057
1.58328,0.635799,0.364201
1.59995,0.642424,0.357576
1.61662,0.648809,0.351191
1.63329,0.654915,0.345085
1.64995,0.660753,0.339247
1.66662,0.669051,0.330949
1.68328,0.674282,0.325718
1.69995,0.679263,0.320737
1.71662,0.684004,0.315996
1.73329,0.688494,0.311506
1.74995,0.69273,0.30727
1.76662,0.696735,0.303265
1.78328,0.700486,0.299514
1.79995,0.703994,0.296006
1.81662,0.707251,0.292749
1.83324,0.710252,0.289748
1.84995,0.714305,0.285695
1.86662,0.71669,0.28331
1.88329,0.718772,0.281228
1.89996,0.720544,0.279456
1.91662,0.722089,0.277911
1.9333,0.723397,0.276603
1.94995,0.724466,0.275534
1.96662,0.725316,0.274684
1.98324,0.725933,0.274067
1.99995,0.726335,0.273665
2.01662,0.726634,0.273366
2.03328,0.726699,0.273301
2.04995,0.726553,0.273447
