Time,Pos_Z,Output_Z
6.82e-07,-5.04936,-1.42596
0.0166236,-5.04855,-1.42717
0.0332879,-5.04777,-1.42835
0.0499563,-5.047,-1.4295
0.0666215,-5.04589,-1.43117
0.0832895,-5.04528,-1.43208
0.0999305,-5.0456,-1.43159
0.11662,-5.04742,-1.42888
0.13329,-5.05089,-1.42367
0.149953,-5.05607,-1.41589
0.166619,-5.06297,-1.40554
0.18329,-5.07159,-1.39262
0.199953,-5.08181,-1.37729
0.216626,-5.09357,-1.35964
0.233286,-5.10676,-1.33986
0.249953,-5.12114,-1.31829
0.266626,-5.13657,-1.29514
0.283242,-5.16117,-1.25825
0.299953,-5.17834,-1.23249
0.316624,-5.1959,-1.20615
0.333287,-5.21375,-1.17938
0.349959,-5.23176,-1.15235
0.366619,-5.24985,-1.12523
0.383285,-5.26792,-1.09813
0.399957,-5.28588,-1.07118
0.416619,-5.3037,-1.04445
0.433285,-5.32128,-1.01808
0.449957,-5.33858,-0.992132
0.466619,-5.35553,-0.966702
0.48329,-5.37212,-0.941818
0.499952,-5.39623,-0.90566
0.516618,-5.41174,-0.882394
0.533289,-5.42679,-0.859812
0.549951,-5.44133,-0.838002
0.566619,-5.45537,-0.816947
0.583287,-5.46886,-0.796703
0.599953,-5.48184,-0.777233
0.616622,-5.49429,-0.758569
0.633285,-5.50616,-0.74076
0.649954,-5.51748,-0.723774
0.66662,-5.52823,-0.707654
0.683287,-5.53843,-0.692353
0.69996,-5.54808,-0.677886
0.716619,-5.56149,-0.65777
0.733283,-5.56976,-0.645363
0.749955,-5.57748,-0.633776
0.766618,-5.58469,-0.622965
0.783285,-5.59135,-0.612968
0.799954,-5.59754,-0.603692
0.816573,-5.60324,-0.595139
0.833291,-5.60846,-0.587309
0.849953,-5.61322,-0.580166
0.866619,-5.61752,-0.573713
0.883288,-5.6214,-0.567897
0.899956,-5.62486,-0.562709
0.916617,-5.62932,-0.556015
0.933287,-5.63182,-0.552265
0.949952,-5.63396,-0.549063
0.966619,-5.63575,-0.546374
0.983285,-5.63721,-0.544183
0.99995,-5.63837,-0.542446
1.01662,-5.63923,-0.54115
1.03328,-5.63983,-0.540256
1.04995,-5.64018,-0.539736
1.06662,-5.64028,-0.539586
1.08328,-5.64015,-0.539774
1.09996,-5.63981,-0.540288
1.11662,-5.63893,-0.541602
1.13328,-5.63812,-0.542817
1.14995,-5.63716,-0.544262
1.16662,-5.63605,-0.545925
1.18329,-5.63481,-0.547784
1.19995,-5.63345,-0.549818
1.21662,-5.63199,-0.552017
1.23329,-5.63043,-0.55435
1.24996,-5.6288,-0.556807
1.26662,-5.62709,-0.559363
1.28329,-5.62534,-0.561994
1.29995,-5.62354,-0.564687
1.31662,-5.62171,-0.567432
1.33328,-5.61985,-0.57023
1.34995,-5.61702,-0.574477
1.36662,-5.61511,-0.577333
1.38328,-5.61321,-0.580183
1.39995,-5.61131,-0.583031
1.41662,-5.60943,-0.585854
1.43329,-5.60757,-0.588648
1.44996,-5.60572,-0.591414
1.46662,-5.60391,-0.594134
1.48331,-5.60213,-0.596809
1.49996,-5.60038,-0.599433
1.51662,-5.59868,-0.601986
1.5333,-5.59702,-0.604471
1.54995,-5.59542,-0.606873
1.56662,-5.5931,-0.610348
1.58329,-5.59163,-0.612557
1.59995,-5.59021,-0.614687
1.61662,-5.58884,-0.616733
1.63329,-5.58754,-0.618685
1.64995,-5.5863,-0.620552
1.66663,-5.58512,-0.622318
1.68329,-5.584,-0.623997
1.69995,-5.58294,-0.625586
1.71662,-5.58195,-0.627077
1.73329,-5.58101,-0.628479
1.74995,-5.58014,-0.629783
1.76662,-5.57933,-0.630998
1.78329,-5.57859,-0.63211
1.79996,-5.57761,-0.633587
1.81662,-5.57702,-0.634469
1.83328,-5.57649,-0.635264
1.84995,-5.57601,-0.63598
1.86662,-5.57559,-0.636613
1.88329,-5.57522,-0.637175
1.89995,-5.57489,-0.637662
1.91662,-5.57462,-0.638073
1.93329,-5.57439,-0.638416
1.94995,-5.57421,-0.638689
1.96662,-5.57407,-0.638899
1.98329,-5.57397,-0.639048
1.99995,-5.57391,-0.639136
2.01662,-5.57389,-0.639165
2.03329,-5.57393,-0.639109
2.04995,-5.574,-0.638994
2.06662,-5.57411,-0.638834
2.08329,-5.57425,-0.638631
2.09995,-5.57441,-0.63839
2.11662,-5.57459,-0.638111
2.13328,-5.5748,-0.637799
2.14996,-5.57503,-0.637454
2.16662,-5.5753,-0.637056
2.18332,-5.57558,-0.636633
2.19996,-5.57588,-0.636186
2.21662,-5.57635,-0.635478
2.23328,-5.57668,-0.634983
2.24995,-5.57702,-0.634473
2.26662,-5.57737,-0.633951
2.28329,-5.57774,-0.633394
2.29995,-5.57813,-0.632805
2.31662,-5.57853,-0.632212
2.33329,-5.57892,-0.631614
2.34995,-5.57932,-0.631016
2.36663,-5.57972,-0.630417
2.38329,-5.58012,-0.62982
2.39995,-5.58052,-0.629225
2.41662,-5.58092,-0.628619
2.43329,-5.58133,-0.628003
2.44995,-5.58194,-0.627095
2.46662,-5.58233,-0.626501
2.48329,-5.58272,-0.625918
2.49996,-5.58311,-0.625342
2.51662,-5.58348,-0.624777
2.53329,-5.58385,-0.624228
2.54996,-5.5842,-0.623694
2.56657,-5.58455,-0.623171
2.58328,-5.58489,-0.622658
2.59996,-5.58523,-0.622159
2.61662,-5.58555,-0.621675
2.63329,-5.58586,-0.621206
2.64995,-5.58616,-0.620753
2.66662,-5.58662,-0.620072
2.68329,-5.58691,-0.61963
2.6999,-5.5872,-0.619203
2.71662,-5.58747,-0.618793
2.73328,-5.58773,-0.618398
2.74995,-5.58799,-0.618016
2.76662,-5.58823,-0.617648
2.78328,-5.58848,-0.617281
2.79995,-5.58872,-0.616914
2.81662,-5.58896,-0.616561
2.83328,-5.58918,-0.616223
2.84995,-5.5894,-0.615899
2.86662,-5.58961,-0.615587
2.88328,-5.5899,-0.615146
2.89995,-5.59009,-0.614867
2.91662,-5.59027,-0.61459
2.93328,-5.59045,-0.614325
2.94996,-5.59062,-0.614074
2.96662,-5.59078,-0.613834
2.98329,-5.59093,-0.613607
2.99995,-5.59107,-0.613393
3.01662,-5.59121,-0.613191
3.03329,-5.59133,-0.613001
3.04995,-5.59145,-0.612831
3.06662,-5.59155,-0.61267
3.08329,-5.59165,-0.612521
3.09995,-5.59179,-0.612317
3.11662,-5.59187,-0.61219
3.13328,-5.59195,-0.612069
3.14995,-5.59203,-0.611955
3.16662,-5.59211,-0.611835
3.18332,-5.59219,-0.61172
3.19995,-5.59226,-0.611612
3.21662,-5.59233,-0.611509
3.23328,-5.59239,-0.611412
3.24995,-5.59245,-0.61132
3.26662,-5.59251,-0.611233
3.28329,-5.59257,-0.611149
3.29996,-5.59263,-0.611057
3.31662,-5.59272,-0.610927
3.33329,-5.59277,-0.610846
3.34995,-5.59282,-0.610766
3.36662,-5.59287,-0.610692
3.38329,-5.59292,-0.61062
3.39995,-5.59297,-0.610551
3.41662,-5.59301,-0.610484
3.43328,-5.59305,-0.61042
3.44995,-5.59309,-0.610359
3.46662,-5.59313,-0.610301
3.48328,-5.59317,-0.610245
3.49995,-5.5932,-0.610193
3.51662,-5.59325,-0.610118
3.53328,-5.59328,-0.610076
3.54995,-5.59331,-0.610038
3.56662,-5.59333,-0.610004
3.58328,-5.59335,-0.609969
3.59996,-5.59338,-0.609935
3.61662,-5.5934,-0.609901
3.63329,-5.59342,-0.609869
3.64995,-5.59344,-0.609836
3.66662,-5.59347,-0.609795
3.68329,-5.5935,-0.609747
3.69995,-5.59353,-0.6097
3.71662,-5.59358,-0.609629
3.73329,-5.59361,-0.609582
3.74995,-5.59364,-0.609535
3.76662,-5.59368,-0.609487
3.78329,-5.59371,-0.609434
3.79995,-5.59375,-0.609378
3.81662,-5.59379,-0.609321
3.83328,-5.59382,-0.609265
3.84996,-5.59386,-0.60921
3.86662,-5.5939,-0.609155
3.88328,-5.59393,-0.609102
3.89996,-5.59397,-0.60905
3.91662,-5.59402,-0.608967
3.93328,-5.59406,-0.608913
3.94996,-5.59409,-0.608861
3.96662,-5.59413,-0.608811
3.98329,-5.59416,-0.608764
3.99995,-5.59419,-0.60872
4.01662,-5.59421,-0.608678
4.03329,-5.59424,-0.608638
4.04995,-5.59427,-0.6086
4.06662,-5.59429,-0.608563
4.08329,-5.59431,-0.608529
4.09995,-5.59434,-0.608495
4.11662,-5.59436,-0.608462
4.13329,-5.59438,-0.608429
4.14995,-5.59442,-0.608374
4.16662,-5.59446,-0.608315
4.18329,-5.5945,-0.608253
4.19996,-5.59454,-0.608189
4.21662,-5.59458,-0.608123
4.23329,-5.59463,-0.608057
4.24995,-5.59467,-0.607991
4.26662,-5.59472,-0.607927
4.28328,-5.59476,-0.607864
4.29995,-5.59479,-0.607811
4.31662,-5.59482,-0.607763
4.33329,-5.59486,-0.607714
4.34995,-5.59489,-0.607668
4.36662,-5.59492,-0.607622
4.38329,-5.59496,-0.607557
4.39995,-5.59499,-0.607515
4.41662,-5.59502,-0.607474
4.43329,-5.59505,-0.607432
4.44995,-5.59507,-0.60739
4.46662,-5.5951,-0.607346
4.48328,-5.59513,-0.607299
4.49995,-5.59517,-0.60725
4.51662,-5.5952,-0.607201
4.53329,-5.59523,-0.607152
4.54995,-5.59527,-0.607101
4.56662,-5.5953,-0.607051
4.58328,-5.59533,-0.607003
4.59996,-5.59536,-0.606955
4.61662,-5.59541,-0.606884
4.63328,-5.59544,-0.606837
4.64996,-5.59547,-0.60679
4.66662,-5.5955,-0.606754
4.68329,-5.59552,-0.606726
4.69995,-5.59554,-0.606697
4.71662,-5.59555,-0.606668
4.73329,-5.59558,-0.606636
4.74995,-5.5956,-0.606601
4.76662,-5.59562,-0.606567
4.7833,-5.59565,-0.606529
4.79995,-5.59567,-0.60649
4.81662,-5.59572,-0.606426
4.83328,-5.59575,-0.606381
4.84995,-5.59578,-0.606333
4.86662,-5.59581,-0.606283
4.88328,-5.59584,-0.606233
4.89996,-5.59588,-0.606179
4.91662,-5.59591,-0.606139
4.93328,-5.59593,-0.606111
4.94995,-5.59595,-0.60608
4.96665,-5.59597,-0.606045
4.98329,-5.59599,-0.606009
4.99995,-5.59602,-0.605971
5.01662,-5.59605,-0.605932
5.03329,-5.59609,-0.60587
5.04995,-5.59611,-0.60584
5.06662,-5.59613,-0.605809
5.08329,-5.59615,-0.605778
5.09995,-5.59617,-0.605746
5.11662,-5.59619,-0.605714
5.13329,-5.59621,-0.605681
5.14995,-5.59624,-0.605646
5.16663,-5.59626,-0.605603
5.18329,-5.5963,-0.605553
5.19995,-5.59633,-0.605504
5.21662,-5.59636,-0.605455
5.23328,-5.59639,-0.605408
5.24995,-5.59643,-0.605361
5.26657,-5.59647,-0.605289
5.28328,-5.59651,-0.605237
5.29995,-5.59653,-0.6052
5.31662,-5.59656,-0.605159
5.33329,-5.59659,-0.605118
5.34995,-5.59662,-0.605075
5.36662,-5.59664,-0.605034
5.38329,-5.59667,-0.604992
5.39995,-5.5967,-0.604952
5.41662,-5.59672,-0.604913
5.43329,-5.59675,-0.604869
5.44995,-5.59678,-0.604827
5.46662,-5.59681,-0.604786
5.48328,-5.59685,-0.604726
5.49995,-5.59688,-0.604684
5.51662,-5.59691,-0.604641
5.53328,-5.59694,-0.604596
5.54995,-5.59697,-0.60455
5.56662,-5.597,-0.604503
5.58328,-5.59703,-0.604457
5.59995,-5.59706,-0.604413
5.61662,-5.59709,-0.604368
5.63331,-5.59712,-0.604324
5.64998,-5.59715,-0.60428
5.66662,-5.59718,-0.604234
5.68329,-5.59722,-0.604166
5.69995,-5.59729,-0.604069
5.71662,-5.59733,-0.604006
5.73329,-5.59737,-0.603947
5.74995,-5.59741,-0.603889
5.76662,-5.59744,-0.603835
5.78329,-5.59748,-0.603782
5.79995,-5.5975,-0.603749
5.81662,-5.59752,-0.603716
5.83329,-5.59754,-0.603683
5.84995,-5.59757,-0.603652
5.86662,-5.59759,-0.603622
5.88329,-5.5976,-0.603593
5.89996,-5.59762,-0.603565
5.91662,-5.59765,-0.603518
5.93328,-5.59768,-0.60348
5.94996,-5.5977,-0.603445
5.96657,-5.59773,-0.60341
5.98329,-5.59775,-0.603378
5.99995,-5.59777,-0.603348
6.01662,-5.59779,-0.603318
6.03329,-5.59781,-0.60329
6.04995,-5.59783,-0.603251
6.06662,-5.59787,-0.603202
6.08329,-5.5979,-0.603154
6.09991,-5.59793,-0.603105
6.11662,-5.59798,-0.603034
6.13329,-5.59801,-0.602988
6.14995,-5.59804,-0.602944
6.16662,-5.59807,-0.60289
6.18328,-5.59812,-0.602824
6.19995,-5.59816,-0.602762
6.21662,-5.5982,-0.602705
6.23328,-5.59823,-0.602651
6.24995,-5.59827,-0.602602
6.26662,-5.5983,-0.602556
6.28328,-5.59832,-0.602514
6.29996,-5.59835,-0.602468
6.31662,-5.5984,-0.602395
6.33329,-5.59843,-0.60235
6.34995,-5.59846,-0.602308
6.36662,-5.59849,-0.602272
6.38329,-5.59851,-0.602237
6.39995,-5.59853,-0.602207
6.41662,-5.59855,-0.602179
6.43329,-5.59857,-0.602144
6.44995,-5.59859,-0.60211
6.46663,-5.59861,-0.602082
6.48324,-5.59863,-0.602057
6.49995,-5.59864,-0.602036
6.51662,-5.59865,-0.602018
6.53324,-5.59867,-0.601998
6.54995,-5.59868,-0.601981
6.56662,-5.59869,-0.601963
6.58329,-5.5987,-0.601947
6.59995,-5.59871,-0.601931
6.61662,-5.59872,-0.601913
6.63328,-5.59874,-0.601896
6.64996,-5.59875,-0.601879
6.66662,-5.59876,-0.601861
6.68329,-5.59877,-0.601846
6.69995,-5.59878,-0.601832
6.71662,-5.59879,-0.601818
6.73329,-5.5988,-0.601803
6.74995,-5.59881,-0.60178
6.76662,-5.59882,-0.601766
6.78329,-5.59883,-0.601751
6.79995,-5.59885,-0.601723
6.81662,-5.59887,-0.601697
6.83328,-5.59888,-0.601675
6.84995,-5.5989,-0.601656
6.86662,-5.59891,-0.601639
6.88328,-5.59892,-0.601624
6.89996,-5.59892,-0.601613
6.91662,-5.59893,-0.601604
6.93328,-5.59895,-0.60158
6.94996,-5.59896,-0.60156
6.96662,-5.59897,-0.601544
6.98328,-5.59898,-0.601526
6.99995,-5.59899,-0.601519
7.01662,-5.59899,-0.601516
7.03329,-5.59899,-0.601516
7.04995,-5.59899,-0.601517
7.06662,-5.59899,-0.601519
7.08329,-5.59898,-0.601524
7.09995,-5.59898,-0.60153
7.11662,-5.59897,-0.601538
7.13329,-5.59897,-0.601547
7.14995,-5.59896,-0.601554
7.16662,-5.59896,-0.60156
7.18328,-5.59896,-0.601559
7.19995,-5.59896,-0.601557
7.21662,-5.59896,-0.601555
7.23328,-5.59896,-0.601556
7.24996,-5.59896,-0.601557
7.26662,-5.59896,-0.60156
7.28328,-5.59896,-0.601564
7.29996,-5.59895,-0.601576
7.31662,-5.59894,-0.601592
7.33328,-5.59893,-0.601606
7.34996,-5.59892,-0.601619
7.36662,-5.59891,-0.60163
7.38329,-5.59891,-0.601642
7.39999,-5.5989,-0.60165
7.41662,-5.59889,-0.601659
7.43329,-5.5989,-0.601651
7.44995,-5.5989,-0.601644
7.46662,-5.59891,-0.601635
7.48328,-5.59892,-0.601627
7.49995,-5.59892,-0.601619
7.51662,-5.59893,-0.601609
7.53324,-5.59893,-0.6016
7.54995,-5.59895,-0.601577
7.56662,-5.59897,-0.601542
7.58328,-5.59899,-0.601509
7.59995,-5.59902,-0.601477
7.61662,-5.59904,-0.601434
7.63328,-5.59906,-0.601408
7.64996,-5.59908,-0.601384
7.66662,-5.59909,-0.601362
7.68328,-5.5991,-0.601355
7.69996,-5.5991,-0.601348
7.71662,-5.59911,-0.601341
7.73329,-5.59911,-0.601334
7.74995,-5.59912,-0.601327
7.76665,-5.59912,-0.601318
7.78329,-5.59913,-0.601312
7.79995,-5.59912,-0.601319
7.81662,-5.59911,-0.601339
7.83328,-5.59909,-0.60137
7.84995,-5.59907,-0.601388
7.86662,-5.59906,-0.601409
7.88329,-5.59905,-0.601427
7.89995,-5.59904,-0.601443
7.91662,-5.59903,-0.601456
7.93329,-5.59904,-0.601442
7.94996,-5.59905,-0.601429
7.96657,-5.59906,-0.601414
7.98328,-5.59907,-0.601399
7.99995,-5.59908,-0.601385
8.01662,-5.59909,-0.601371
8.03329,-5.59909,-0.601358
8.04995,-5.5991,-0.601346
8.06662,-5.59913,-0.601299
8.08329,-5.59915,-0.601272
8.09995,-5.59917,-0.601248
8.11662,-5.59918,-0.601226
8.13329,-5.5992,-0.601207
8.14995,-5.59921,-0.601189
8.16662,-5.59922,-0.601172
8.18328,-5.59923,-0.60116
8.19995,-5.59923,-0.60115
8.21662,-5.59924,-0.601142
8.23328,-5.59924,-0.601137
8.24998,-5.59924,-0.601133
8.26663,-5.59925,-0.60113
8.28328,-5.59925,-0.601124
8.29995,-5.59925,-0.601122
8.31657,-5.59925,-0.601123
8.33328,-5.59925,-0.601122
8.34995,-5.59925,-0.601118
8.36662,-5.59926,-0.601114
8.38329,-5.59926,-0.601107
8.39993,-5.59927,-0.601099
8.41662,-5.59927,-0.601094
8.43329,-5.59929,-0.601071
8.44995,-5.59931,-0.601029
8.46662,-5.59934,-0.600991
8.48329,-5.59936,-0.600957
8.49995,-5.59939,-0.600911
8.51662,-5.59941,-0.600885
8.53329,-5.59943,-0.600858
8.54995,-5.59945,-0.600827
8.56662,-5.59947,-0.600791
8.58328,-5.59949,-0.600758
8.59995,-5.59952,-0.600725
8.61662,-5.59954,-0.600695
8.63328,-5.59955,-0.600668
8.64995,-5.59957,-0.600642
8.66664,-5.59959,-0.600621
8.68329,-5.5996,-0.600601
8.69995,-5.59961,-0.60058
8.71662,-5.59963,-0.600554
8.7333,-5.59964,-0.600541
8.74995,-5.59965,-0.600531
8.76662,-5.59965,-0.600522
8.78329,-5.59965,-0.600518
8.79995,-5.59965,-0.600526
8.81662,-5.59964,-0.600546
8.83329,-5.59962,-0.600566
8.84995,-5.59961,-0.600587
8.86662,-5.59959,-0.60061
8.88332,-5.59958,-0.600631
8.89995,-5.59957,-0.600651
8.91662,-5.59955,-0.600671
8.93328,-5.59957,-0.600652
8.94995,-5.59958,-0.600627
8.96665,-5.5996,-0.600601
8.98328,-5.59962,-0.600577
8.99996,-5.59963,-0.600556
9.01662,-5.59964,-0.600534
9.03328,-5.59966,-0.600514
9.04996,-5.59967,-0.600493
9.06662,-5.5997,-0.600454
9.08329,-5.59972,-0.600417
9.09995,-5.59974,-0.600386
9.11662,-5.59976,-0.600356
9.13329,-5.59978,-0.600331
9.14995,-5.5998,-0.600298
9.16662,-5.59981,-0.60028
9.18329,-5.59985,-0.600225
9.19995,-5.59988,-0.600174
9.21662,-5.59992,-0.600127
9.23328,-5.59995,-0.600082
9.24995,-5.59997,-0.600039
9.26662,-5.6,-0.600003
9.28328,-5.60002,-0.599969
9.29995,-5.60004,-0.599941
9.31662,-5.60005,-0.599924
9.33328,-5.60006,-0.59991
9.34995,-5.60007,-0.599898
9.36662,-5.60008,-0.599887
9.38328,-5.60008,-0.599879
9.39995,-5.60008,-0.599878
9.41663,-5.60008,-0.599879
9.43329,-5.60008,-0.599886
9.44995,-5.60007,-0.599899
9.46662,-5.60006,-0.599913
9.48329,-5.60005,-0.599931
9.4999,-5.60003,-0.599951
9.51663,-5.60002,-0.599973
9.53328,-5.6,-0.599996
9.54995,-5.59999,-0.600019
9.56662,-5.59997,-0.600046
9.58328,-5.59995,-0.600072
9.59995,-5.59993,-0.600111
9.61662,-5.59991,-0.600135
9.63328,-5.59989,-0.600158
9.64995,-5.59988,-0.600179
9.66662,-5.59987,-0.600198
9.68328,-5.59986,-0.600208
9.69995,-5.59986,-0.600206
9.71662,-5.59986,-0.600204
9.73328,-5.59987,-0.6002
9.74996,-5.59987,-0.600196
9.76663,-5.59987,-0.60019
9.78329,-5.59988,-0.600185
9.79996,-5.59988,-0.600178
9.81663,-5.5999,-0.600153
9.83329,-5.59991,-0.600136
9.84996,-5.59992,-0.60012
9.86662,-5.59993,-0.600104
9.88329,-5.59994,-0.60009
9.89996,-5.59995,-0.60008
9.91665,-5.59995,-0.60007
9.93329,-5.59997,-0.600048
9.94996,-5.59999,-0.600014
9.96662,-5.60001,-0.599983
9.98329,-5.60003,-0.599957
9.99996,-5.60005,-0.599931
10.0166,-5.60006,-0.599911
10.0333,-5.60007,-0.599892
10.05,-5.60009,-0.599871
10.0666,-5.60008,-0.599877
10.0833,-5.60008,-0.599885
10.1,-5.60007,-0.599895
10.1166,-5.60006,-0.599905
10.1333,-5.60005,-0.599918
10.15,-5.60005,-0.599931
10.1666,-5.60004,-0.599947
10.1833,-5.60003,-0.599953
10.2,-5.60004,-0.599946
10.2166,-5.60004,-0.599939
10.2333,-5.60005,-0.599931
10.25,-5.60005,-0.599924
10.2666,-5.60006,-0.599912
10.2833,-5.60006,-0.599904
10.3,-5.60007,-0.599896
10.3166,-5.60007,-0.599891
10.3333,-5.60008,-0.599886
10.35,-5.60008,-0.599884
10.3666,-5.60008,-0.599881
10.3833,-5.60008,-0.599882
10.4,-5.60008,-0.599884
10.4166,-5.60007,-0.59989
10.4333,-5.60007,-0.599896
10.45,-5.60007,-0.599889
10.4666,-5.60008,-0.599886
10.4833,-5.60008,-0.599882
10.5,-5.60008,-0.599881
10.5166,-5.60008,-0.599881
10.5333,-5.60008,-0.599885
10.5499,-5.60007,-0.599889
10.5666,-5.60006,-0.599911
10.5833,-5.60004,-0.599933
10.6,-5.60003,-0.599956
10.6166,-5.60001,-0.599979
10.6333,-5.6,-0.600004
10.65,-5.59998,-0.600028
10.6666,-5.59997,-0.60005
10.6833,-5.59995,-0.600072
10.7,-5.59996,-0.600066
10.7166,-5.59996,-0.600055
10.7333,-5.59997,-0.600047
10.75,-5.59998,-0.600037
10.7666,-5.59998,-0.600028
10.7833,-5.59999,-0.600018
10.8,-5.59999,-0.600009
10.8166,-5.6,-0.599997
10.8333,-5.60001,-0.599986
